file,ticid,sector,best_period_days,max_power,amplitude_percent
tess2018206045859-s0001-0000000231702397-0120-s_lc.fits,231702397,1,8.728921701329321,0.002025531855407933,1.61971092
tess2018206045859-s0001-0000000234523599-0120-s_lc.fits,234523599,1,0.7577567188167377,0.008499705682502193,3.87243509
tess2018206045859-s0001-0000000234994474-0120-s_lc.fits,234994474,1,5.367820779738885,0.03819691503628928,0.20013452
tess2018206045859-s0001-0000000238176110-0120-s_lc.fits,238176110,1,1.3944379650454632,0.046912589882567114,0.49108982
tess2018206045859-s0001-0000000260004324-0120-s_lc.fits,260004324,1,7.757528049509616,0.0053425069869562575,0.28744578
tess2018206045859-s0001-0000000260708537-0120-s_lc.fits,260708537,1,2.404742711021651,0.0031502247590954975,0.20586252
tess2018206045859-s0001-0000000261136679-0120-s_lc.fits,261136679,1,4.983925480216472,0.015366019369814476,0.03293157
tess2018206045859-s0001-0000000263003176-0120-s_lc.fits,263003176,1,0.49437905785091646,0.0018842020203650959,0.0703311
tess2018206045859-s0001-0000000266980320-0120-s_lc.fits,266980320,1,6.068893761078194,0.004906453639360206,0.17074108
tess2018206045859-s0001-0000000267263253-0120-s_lc.fits,267263253,1,1.3670815827008556,0.08322883832668855,0.20350814
tess2018206045859-s0001-0000000271971130-0120-s_lc.fits,271971130,1,5.168713048332766,0.0013236974844810332,2.46704102
tess2018206045859-s0001-0000000279741379-0120-s_lc.fits,279741379,1,8.729041781523568,0.16064075610081482,0.12894273
tess2018206045859-s0001-0000000281459670-0120-s_lc.fits,281459670,1,2.4469702378549174,0.03503123045356911,1.60955191
tess2018206045859-s0001-0000000281541555-0120-s_lc.fits,281541555,1,8.214676559050828,0.0088624440924271,2.38000989
tess2018206045859-s0001-0000000289793076-0120-s_lc.fits,289793076,1,0.38012433702875,0.012872754549313904,2.31191397
tess2018206045859-s0001-0000000290131778-0120-s_lc.fits,290131778,1,1.6527051338078969,0.11571083112317228,0.13123631
tess2018206045859-s0001-0000000299798795-0120-s_lc.fits,299798795,1,1.2339635509231468,0.5405235570684127,1.66183293
tess2018206045859-s0001-0000000299799658-0120-s_lc.fits,299799658,1,4.983954089150902,0.005193433406523315,0.19647956
tess2018206045859-s0001-0000000300038935-0120-s_lc.fits,300038935,1,4.228113884713294,0.0011291072479337235,0.1640892
tess2018206045859-s0001-0000000309792357-0120-s_lc.fits,309792357,1,9.312121568034314,0.17247931436422398,0.31131327
tess2018206045859-s0001-0000000317060587-0120-s_lc.fits,317060587,1,5.367738729403476,0.003682903534169723,0.15200019
tess2018206045859-s0001-0000000336732616-0120-s_lc.fits,336732616,1,1.7798439119022504,0.0323695545194459,0.64582705
tess2018206045859-s0001-0000000349095149-0120-s_lc.fits,349095149,1,5.582743863114662,0.0024006139140986637,0.26940107
tess2018206045859-s0001-0000000350618622-0120-s_lc.fits,350618622,1,3.4025898068334404,0.03788293529114574,0.12888551
tess2018206045859-s0001-0000000355703913-0120-s_lc.fits,355703913,1,2.081577647320795,0.0031142834179925766,1.82065725
tess2018206045859-s0001-0000000382626661-0120-s_lc.fits,382626661,1,11.645802798988388,0.0803142907532024,0.22421002
tess2018206045859-s0001-0000000388104525-0120-s_lc.fits,388104525,1,1.2562334151580927,0.05394234924282304,0.6690228
tess2018206045859-s0001-0000000391903064-0120-s_lc.fits,391903064,1,3.3214283931881345,0.9580451812543589,4.38301086
tess2018206045859-s0001-0000000391949880-0120-s_lc.fits,391949880,1,4.651331826040431,0.17754731481197614,0.14251232
tess2018206045859-s0001-0000000394137592-0120-s_lc.fits,394137592,1,3.7706942447461818,0.050957062949728446,0.07567167
tess2018206045859-s0001-0000000394357918-0120-s_lc.fits,394357918,1,3.032436078340237,0.0010414882528755301,3.98817718
tess2018206045859-s0001-0000000403224672-0120-s_lc.fits,403224672,1,12.707453739844556,0.0049319220120191505,0.07484913
tess2018206045859-s0001-0000000410153553-0120-s_lc.fits,410153553,1,0.46317279841501435,0.006518134977893965,0.85885763
tess2018206045859-s0001-0000000410214986-0120-s_lc.fits,410214986,1,2.8466775754595486,0.6213673884832189,3.73482823
tess2018206045859-s0001-0000000425997655-0120-s_lc.fits,425997655,1,3.3215207703692537,0.003555064479465353,0.13654709
tess2018206045859-s0001-0000000441420236-0120-s_lc.fits,441420236,1,4.878795942132216,0.6503027801474458,3.9847672
tess2018234235059-s0002-0000000009006668-0121-s_lc.fits,9006668,2,12.627657132415417,0.0978913743376849,0.29328346
tess2018234235059-s0002-0000000012421862-0121-s_lc.fits,12421862,2,0.4270792756326015,0.0017511141025998854,0.24519026
tess2018234235059-s0002-0000000012822545-0121-s_lc.fits,12822545,2,10.662392409144354,0.0009289852537153751,2.01309979
tess2018234235059-s0002-0000000025155310-0121-s_lc.fits,25155310,2,1.634168609083311,0.03798193063249036,0.37306905
tess2018234235059-s0002-0000000029781292-0121-s_lc.fits,29781292,2,2.748721389608893,0.003234478839215214,0.14817357
tess2018234235059-s0002-0000000038846515-0121-s_lc.fits,38846515,2,1.4295929775388667,0.07271148277227862,0.33542514
tess2018234235059-s0002-0000000052368076-0121-s_lc.fits,52368076,2,10.662430879225179,0.0049418742054288456,0.27303576
tess2018234235059-s0002-0000000055650590-0121-s_lc.fits,55650590,2,9.892750879911384,0.0020672729565220775,0.9962523
tess2018234235059-s0002-0000000055652896-0121-s_lc.fits,55652896,2,1.614925147776379,0.0077191600870582236,0.5902499
tess2018234235059-s0002-0000000069747919-0121-s_lc.fits,69747919,2,3.3542387103960145,0.001907454420596279,0.08291185
tess2018234235059-s0002-0000000076923707-0121-s_lc.fits,76923707,2,10.662439168397487,0.0715614472256168,0.39422572
tess2018234235059-s0002-0000000077031414-0121-s_lc.fits,77031414,2,3.931750691419736,0.2593413079571092,1.58116937
tess2018234235059-s0002-0000000077044471-0121-s_lc.fits,77044471,2,5.745072161122904,0.08343268793933921,2.33189344
tess2018234235059-s0002-0000000100100827-0121-s_lc.fits,100100827,2,0.471133084292748,0.20072955199840903,0.21110296
tess2018234235059-s0002-0000000118327550-0121-s_lc.fits,118327550,2,4.920001578808216,0.0013762710354304143,0.31381726
tess2018234235059-s0002-0000000120610833-0121-s_lc.fits,120610833,2,1.0392643659210528,0.010036748705282521,0.58377266
tess2018234235059-s0002-0000000146799150-0121-s_lc.fits,146799150,2,9.89265999024215,0.002575231489736479,2.23072588
tess2018234235059-s0002-0000000149603524-0121-s_lc.fits,149603524,2,2.215444506183847,0.08156336846212482,0.26968479
tess2018234235059-s0002-0000000150030205-0121-s_lc.fits,150030205,2,6.5716781631719146,0.0026517275852573,0.16086817
tess2018234235059-s0002-0000000150098860-0121-s_lc.fits,150098860,2,5.103217171874908,0.001074093856164394,0.21373272
tess2018234235059-s0002-0000000158623531-0121-s_lc.fits,158623531,2,1.30688628406841,0.0237038698282487,0.53163528
tess2018234235059-s0002-0000000160148385-0121-s_lc.fits,160148385,2,3.438443705456621,0.015418012466181677,0.73984385
tess2018234235059-s0002-0000000166739520-0121-s_lc.fits,166739520,2,4.047977807174138,0.02620970410082862,0.21565557
tess2018234235059-s0002-0000000183532609-0121-s_lc.fits,183532609,2,7.676026793405154,0.12845960415437122,0.33888698
tess2018234235059-s0002-0000000183537452-0121-s_lc.fits,183537452,2,1.3068679953650062,0.029260201197825325,0.32124043
tess2018234235059-s0002-0000000183985250-0121-s_lc.fits,183985250,2,0.7927460349674295,0.01414070438791485,0.16859412
tess2018234235059-s0002-0000000184240683-0121-s_lc.fits,184240683,2,0.5440786942068864,0.05501756150065025,0.68104744
tess2018234235059-s0002-0000000201248411-0121-s_lc.fits,201248411,2,10.66241018530646,0.2459623924915688,0.56357503
tess2018234235059-s0002-0000000204317710-0121-s_lc.fits,204317710,2,0.7032360220382274,0.006048321260373584,2.59003043
tess2018234235059-s0002-0000000204376737-0121-s_lc.fits,204376737,2,0.5596324765241164,0.03614698114660131,0.61240315
tess2018234235059-s0002-0000000207141131-0121-s_lc.fits,207141131,2,4.302139811829252,0.5093757216147585,0.46766877
tess2018234235059-s0002-0000000211438925-0121-s_lc.fits,211438925,2,0.5440900424128344,0.03282133361157572,0.31226218
tess2018234235059-s0002-0000000224225541-0121-s_lc.fits,224225541,2,3.8220725609078383,0.802378472155759,1.71009898
tess2018234235059-s0002-0000000230982885-0121-s_lc.fits,230982885,2,2.0808683405342028,0.08400204254601895,0.27107596
tess2018234235059-s0002-0000000234523599-0121-s_lc.fits,234523599,2,0.34528387633724356,0.006005235215128443,3.7569654
tess2018234235059-s0002-0000000251848941-0121-s_lc.fits,251848941,2,6.571693332294111,0.0025931770738039273,0.32637477
tess2018234235059-s0002-0000000260004324-0121-s_lc.fits,260004324,2,10.662576092080245,0.002730152346762973,0.28764486
tess2018234235059-s0002-0000000260708537-0121-s_lc.fits,260708537,2,2.924758258648199,0.00680968630970792,0.20088494
tess2018234235059-s0002-0000000262530407-0121-s_lc.fits,262530407,2,13.909530362401403,0.1627967928606176,0.2566433
tess2018234235059-s0002-0000000271971130-0121-s_lc.fits,271971130,2,3.415762897136607,0.0037595520600646705,2.47890949
tess2018234235059-s0002-0000000279741379-0121-s_lc.fits,279741379,2,9.892728815049765,0.10177948959145745,0.09430051
tess2018234235059-s0002-0000000281459670-0121-s_lc.fits,281459670,2,0.7927373795568025,0.020988012144864062,0.92497468
tess2018234235059-s0002-0000000281541555-0121-s_lc.fits,281541555,2,2.3283460544688177,0.004995885587720467,1.70866489
tess2018234235059-s0002-0000000300038935-0121-s_lc.fits,300038935,2,13.643049581469697,0.0062597480196379006,0.16012609
tess2018234235059-s0002-0000000305048087-0121-s_lc.fits,305048087,2,0.12458693632842267,0.0010491425438657383,2.12722421
tess2018234235059-s0002-0000000307210830-0121-s_lc.fits,307210830,2,12.446329883017045,0.010468098280327768,0.20444155
tess2018234235059-s0002-0000000309792357-0121-s_lc.fits,309792357,2,5.996526107301127,0.03707858238398185,0.2709347
tess2018234235059-s0002-0000000349095149-0121-s_lc.fits,349095149,2,15.167569277784633,0.002320108026912869,0.26450157
tess2018234235059-s0002-0000000350618622-0121-s_lc.fits,350618622,2,5.9965558221505475,0.02280672869134688,0.13622105
tess2018234235059-s0002-0000000355703913-0121-s_lc.fits,355703913,2,0.5273206561466102,0.0026723598766786477,1.84554458
tess2018234235059-s0002-0000000382626661-0121-s_lc.fits,382626661,2,13.744082491784264,0.0883501794143422,0.23193955
tess2018234235059-s0002-0000000388104525-0121-s_lc.fits,388104525,2,2.498168380542871,0.050339153403366144,0.68125725
tess2018234235059-s0002-0000000391903064-0121-s_lc.fits,391903064,2,3.329482941865749,0.9539688548382212,5.58250666
tess2018234235059-s0002-0000000402026209-0121-s_lc.fits,402026209,2,0.6689045655525883,0.09360489293593578,0.78033209
tess2018234235059-s0002-0000000425997655-0121-s_lc.fits,425997655,2,5.9964990014892585,0.004239924399054785,0.13405442
tess2018234235059-s0002-0000000441462736-0121-s_lc.fits,441462736,2,1.4295859988419466,0.014682821294499455,0.08779526
tess2018263035959-s0003-0000000012862099-0123-s_lc.fits,12862099,3,9.159233407394936,0.04227205008943966,1.1827457
tess2018263035959-s0003-0000000025155310-0123-s_lc.fits,25155310,3,0.8238258300684164,0.03837484995956916,0.3585887
tess2018263035959-s0003-0000000029781292-0123-s_lc.fits,29781292,3,2.8109137354014457,0.003687713332207573,0.14621496
tess2018263035959-s0003-0000000037749396-0123-s_lc.fits,37749396,3,14.34176375642799,0.044540004858996486,0.12571037
tess2018263035959-s0003-0000000038846515-0123-s_lc.fits,38846515,3,2.8910846534800947,0.0629057102832508,0.33813477
tess2018263035959-s0003-0000000055650590-0123-s_lc.fits,55650590,3,0.08739917991257899,0.0013772218391297792,1.03557825
tess2018263035959-s0003-0000000055652896-0123-s_lc.fits,55652896,3,2.8910921349530994,0.01653941656215476,0.59818745
tess2018263035959-s0003-0000000063898957-0123-s_lc.fits,63898957,3,1.282260228994427,0.003949124511388538,0.14827013
tess2018263035959-s0003-0000000070513361-0123-s_lc.fits,70513361,3,5.0519238115941105,0.00198068216818017,0.0967586
tess2018263035959-s0003-0000000092226327-0123-s_lc.fits,92226327,3,0.34244506098020133,0.004296822697284052,0.54384768
tess2018263035959-s0003-0000000100100827-0123-s_lc.fits,100100827,3,0.47141677850435354,0.20018195748571926,0.21766782
tess2018263035959-s0003-0000000100990000-0123-s_lc.fits,100990000,3,3.7455651016729727,0.011582283618787494,0.08243918
tess2018263035959-s0003-0000000120896927-0123-s_lc.fits,120896927,3,8.400528672641409,0.016169309899766275,0.11134505
tess2018263035959-s0003-0000000122612091-0123-s_lc.fits,122612091,3,2.2008170474678472,0.05828163972019303,0.3755033
tess2018263035959-s0003-0000000149603524-0123-s_lc.fits,149603524,3,4.594097274093084,0.09469335826531827,0.27377605
tess2018263035959-s0003-0000000150030205-0123-s_lc.fits,150030205,3,11.179221928680981,0.006749809835812062,0.16060352
tess2018263035959-s0003-0000000150151262-0123-s_lc.fits,150151262,3,5.9397945903059,0.39016489046976216,0.37114561
tess2018263035959-s0003-0000000150428135-0123-s_lc.fits,150428135,3,5.611077652932158,0.0021216219209379598,0.41025162
tess2018263035959-s0003-0000000153065527-0123-s_lc.fits,153065527,3,12.564606714057627,0.002867641675815039,0.53454995
tess2018263035959-s0003-0000000158623531-0123-s_lc.fits,158623531,3,1.9471523192557028,0.01688003195634209,0.5458951
tess2018263035959-s0003-0000000159951311-0123-s_lc.fits,159951311,3,0.739700474530742,0.01581633966653174,0.68943501
tess2018263035959-s0003-0000000164767175-0123-s_lc.fits,164767175,3,0.34595745109473697,0.0020687434371081006,0.18167973
tess2018263035959-s0003-0000000166739520-0123-s_lc.fits,166739520,3,1.9853022144223562,0.04366068331503107,0.23415744
tess2018263035959-s0003-0000000166836920-0123-s_lc.fits,166836920,3,1.1512341645067294,0.07336670306011138,0.17068088
tess2018263035959-s0003-0000000200723869-0123-s_lc.fits,200723869,3,5.051911748151435,0.07959941382306523,0.07186532
tess2018263035959-s0003-0000000207141131-0123-s_lc.fits,207141131,3,8.400430567685873,0.4194290168605529,0.67431509
tess2018263035959-s0003-0000000220479565-0123-s_lc.fits,220479565,3,0.05439201806778399,0.001309808623150914,0.93903065
tess2018263035959-s0003-0000000259377017-0123-s_lc.fits,259377017,3,2.8109732304060224,0.0037354526292450794,0.32886267
tess2018263035959-s0003-0000000260004324-0123-s_lc.fits,260004324,3,5.316898127392464,0.006615151233110811,0.28688073
tess2018263035959-s0003-0000000260708537-0123-s_lc.fits,260708537,3,14.34190533868207,0.00505131466369017,0.19242585
tess2018263035959-s0003-0000000262530407-0123-s_lc.fits,262530407,3,14.34176351220905,0.14116974766684984,0.25781751
tess2018263035959-s0003-0000000268766053-0123-s_lc.fits,268766053,3,0.830594184548549,0.0297554958413242,0.73017478
tess2018263035959-s0003-0000000271971130-0123-s_lc.fits,271971130,3,0.25598470703745557,0.00131751123734587,2.36107051
tess2018263035959-s0003-0000000279741379-0123-s_lc.fits,279741379,3,8.400414862780696,0.30477929682936156,0.11045218
tess2018263035959-s0003-0000000300038935-0123-s_lc.fits,300038935,3,0.19684446397609073,0.0008985083921523284,0.15916109
tess2018263035959-s0003-0000000309792357-0123-s_lc.fits,309792357,3,11.179215218412542,0.06964581167275898,0.26385844
tess2018263035959-s0003-0000000349095149-0123-s_lc.fits,349095149,3,2.9759542020485967,0.0026054822266146816,0.26226044
tess2018263035959-s0003-0000000350618622-0123-s_lc.fits,350618622,3,3.487870404934903,0.06435508038657296,0.13344526
tess2018263035959-s0003-0000000382626661-0123-s_lc.fits,382626661,3,7.206324479327907,0.05070099067607781,0.22861481
tess2018263035959-s0003-0000000388104525-0123-s_lc.fits,388104525,3,0.8305763624878406,0.05886024244407262,0.64379871
tess2018263035959-s0003-0000000391903064-0123-s_lc.fits,391903064,3,3.3717821268787715,0.9443845028173338,5.52040577
tess2018263035959-s0003-0000000404518509-0123-s_lc.fits,404518509,3,3.4878571252118586,0.008353871828409309,0.12111664
tess2018263035959-s0003-0000000425997655-0123-s_lc.fits,425997655,3,14.341820786238014,0.002822841727908265,0.13011873
tess2018263035959-s0003-0000000439456714-0123-s_lc.fits,439456714,3,0.21031891836897024,0.0031951400936911416,1.05946362
tess2018292075959-s0004-0000000001129033-0124-s_lc.fits,1129033,4,0.6796468809554636,0.10704157194800026,0.55875301
tess2018292075959-s0004-0000000004646810-0124-s_lc.fits,4646810,4,11.229881596093149,0.6822595362405249,0.3143847
tess2018292075959-s0004-0000000025155310-0124-s_lc.fits,25155310,4,3.3262015522039863,0.03749157342211099,0.37425816
tess2018292075959-s0004-0000000029781292-0124-s_lc.fits,29781292,4,3.163358114824362,0.007714918512857434,0.15093684
tess2018292075959-s0004-0000000029960110-0124-s_lc.fits,29960110,4,11.222418771337248,0.21091948799555335,0.67762256
tess2018292075959-s0004-0000000035857242-0124-s_lc.fits,35857242,4,1.818269532201775,0.03133272540493988,0.58233142
tess2018292075959-s0004-0000000038846515-0124-s_lc.fits,38846515,4,2.8148932381303737,0.06942912705287131,0.32886147
tess2018292075959-s0004-0000000044737596-0124-s_lc.fits,44737596,4,0.27903441401798174,0.004911475043435694,3.47482204
tess2018292075959-s0004-0000000044898913-0124-s_lc.fits,44898913,4,1.1450343634308384,0.0014466687808866246,5.59424639
tess2018292075959-s0004-0000000055525572-0124-s_lc.fits,55525572,4,5.706739077727187,0.021537884493631438,0.23843765
tess2018292075959-s0004-0000000055650590-0124-s_lc.fits,55650590,4,9.529427223971208,0.015884775451641294,1.15358531
tess2018292075959-s0004-0000000055652896-0124-s_lc.fits,55652896,4,6.936778748799084,0.06296816320440504,0.63943267
tess2018292075959-s0004-0000000077156829-0124-s_lc.fits,77156829,4,1.107095090347477,0.002438648376185786,0.33331513
tess2018292075959-s0004-0000000098796344-0124-s_lc.fits,98796344,4,1.4009276372624648,0.5961049827801659,0.67526996
tess2018292075959-s0004-0000000100990000-0124-s_lc.fits,100990000,4,4.517623051931467,0.04778487874117994,0.0990504
tess2018292075959-s0004-0000000120896927-0124-s_lc.fits,120896927,4,9.554024097215642,0.015028881275434613,0.11511445
tess2018292075959-s0004-0000000122612091-0124-s_lc.fits,122612091,4,2.224878052680178,0.052979283101322154,0.35904765
tess2018292075959-s0004-0000000149603524-0124-s_lc.fits,149603524,4,1.4773154405828823,0.04974124686023279,0.29597044
tess2018292075959-s0004-0000000150030205-0124-s_lc.fits,150030205,4,12.293322361784204,0.02829617766200741,0.16863227
tess2018292075959-s0004-0000000150098860-0124-s_lc.fits,150098860,4,13.603820117145867,0.018707234869512635,0.23016751
tess2018292075959-s0004-0000000150151262-0124-s_lc.fits,150151262,4,5.946886712164014,0.39702291899084413,0.46419561
tess2018292075959-s0004-0000000150428135-0124-s_lc.fits,150428135,4,5.434656798075479,0.002591263076725391,0.43255389
tess2018292075959-s0004-0000000152476657-0124-s_lc.fits,152476657,4,8.31459171626183,0.047472611612181644,0.42050242
tess2018292075959-s0004-0000000153065527-0124-s_lc.fits,153065527,4,12.301981945043053,0.045017024601949666,0.57232141
tess2018292075959-s0004-0000000159951311-0124-s_lc.fits,159951311,4,3.014527806383363,0.012721687148831774,0.67681134
tess2018292075959-s0004-0000000166833457-0124-s_lc.fits,166833457,4,0.26934832232467315,0.01850729505214349,1.17304325
tess2018292075959-s0004-0000000170634116-0124-s_lc.fits,170634116,4,0.7335221608945796,0.060328276065469484,0.2539593
tess2018292075959-s0004-0000000170729775-0124-s_lc.fits,170729775,4,3.1038763090383843,0.005163329409725852,0.24067044
tess2018292075959-s0004-0000000178155732-0124-s_lc.fits,178155732,4,3.0884874267745084,0.052190225467415995,0.05108714
tess2018292075959-s0004-0000000178284730-0124-s_lc.fits,178284730,4,6.588171791906391,0.17554572961455603,0.69854975
tess2018292075959-s0004-0000000179034327-0124-s_lc.fits,179034327,4,12.292853029317063,0.5046145518954739,0.73534846
tess2018292075959-s0004-0000000200322593-0124-s_lc.fits,200322593,4,0.7256106520324399,0.177993153811801,0.72576761
tess2018292075959-s0004-0000000200723869-0124-s_lc.fits,200723869,4,4.086228675626756,0.055578929160625776,0.07928789
tess2018292075959-s0004-0000000209464063-0124-s_lc.fits,209464063,4,2.635511448857519,0.004141014365540072,0.37187755
tess2018292075959-s0004-0000000219344917-0124-s_lc.fits,219344917,4,4.816365120759411,0.024272844967982585,0.22425294
tess2018292075959-s0004-0000000220479565-0124-s_lc.fits,220479565,4,2.739647859821208,0.0067937971097792,0.91150403
tess2018292075959-s0004-0000000257567854-0124-s_lc.fits,257567854,4,3.5111464558449197,0.04117879223006428,0.52156985
tess2018292075959-s0004-0000000257605131-0124-s_lc.fits,257605131,4,2.5893973376054262,0.36121886222872246,0.63695669
tess2018292075959-s0004-0000000259377017-0124-s_lc.fits,259377017,4,2.7376981663872426,0.030575588556559785,0.37098408
tess2018292075959-s0004-0000000260004324-0124-s_lc.fits,260004324,4,11.213158949480954,0.020023700247320073,0.29122651
tess2018292075959-s0004-0000000260128333-0124-s_lc.fits,260128333,4,15.20782522810651,0.037707726841652744,0.5964309
tess2018292075959-s0004-0000000260708537-0124-s_lc.fits,260708537,4,7.342246507034538,0.006741548978618754,0.19835532
tess2018292075959-s0004-0000000261136679-0124-s_lc.fits,261136679,4,1.4598638556336048,0.05795389139857689,0.05464256
tess2018292075959-s0004-0000000270380593-0124-s_lc.fits,270380593,4,0.7653432530759088,0.013932215105176724,0.41505218
tess2018292075959-s0004-0000000271971130-0124-s_lc.fits,271971130,4,3.8072405792248625,0.0032463484462594856,2.55808711
tess2018292075959-s0004-0000000279741379-0124-s_lc.fits,279741379,4,3.7152800609676913,0.15241705058636443,0.49493432
tess2018292075959-s0004-0000000300038935-0124-s_lc.fits,300038935,4,20.0,0.0978926569839619,0.14611065
tess2018292075959-s0004-0000000309792357-0124-s_lc.fits,309792357,4,10.307395351519746,0.10317029073024872,0.28277218
tess2018292075959-s0004-0000000349095149-0124-s_lc.fits,349095149,4,2.728006918007871,0.0046138857169893644,0.26317954
tess2018292075959-s0004-0000000350618622-0124-s_lc.fits,350618622,4,6.26147334670322,0.07252800033322009,0.15845597
tess2018292075959-s0004-0000000382391899-0124-s_lc.fits,382391899,4,5.455828791045183,0.047419410855005055,0.59687853
tess2018292075959-s0004-0000000382626661-0124-s_lc.fits,382626661,4,12.268764831971293,0.019118500503324,0.22128403
tess2018292075959-s0004-0000000388104525-0124-s_lc.fits,388104525,4,2.47839630941067,0.05184333046962008,0.69497287
tess2018292075959-s0004-0000000391903064-0124-s_lc.fits,391903064,4,3.323809073608174,0.9570889398910666,6.21335268
tess2018292075959-s0004-0000000404518509-0124-s_lc.fits,404518509,4,5.993993259472992,0.01797476962914548,0.13481557
tess2018292075959-s0004-0000000422655579-0124-s_lc.fits,422655579,4,2.9498019935084883,0.07550365349951842,0.35216391
tess2018292075959-s0004-0000000425997655-0124-s_lc.fits,425997655,4,4.070388176540988,0.026404752425670787,0.15642285
tess2018292075959-s0004-0000000439867639-0124-s_lc.fits,439867639,4,3.1680324734364858,0.0037888161017236165,1.73906088
tess2018319095959-s0005-0000000001167538-0125-s_lc.fits,1167538,5,5.247982963067883,0.0031180073989010714,0.25482774
tess2018319095959-s0005-0000000001528696-0125-s_lc.fits,1528696,5,9.532724804869185,0.08333904576039974,2.13334322
tess2018319095959-s0005-0000000004070275-0125-s_lc.fits,4070275,5,5.255416540753768,0.17801086199801805,0.79010844
tess2018319095959-s0005-0000000007422496-0125-s_lc.fits,7422496,5,2.828718827152047,0.005576684505210135,0.13805926
tess2018319095959-s0005-0000000013021029-0125-s_lc.fits,13021029,5,1.9183564414974557,0.02425159911565893,0.71759522
tess2018319095959-s0005-0000000025155310-0125-s_lc.fits,25155310,5,1.0975642683794773,0.05061507877838947,0.39326251
tess2018319095959-s0005-0000000029781292-0125-s_lc.fits,29781292,5,2.9301470504338374,0.005729797006114268,0.15404344
tess2018319095959-s0005-0000000031374837-0125-s_lc.fits,31374837,5,9.546898902398889,0.055224861973535176,0.1222074
tess2018319095959-s0005-0000000032499655-0125-s_lc.fits,32499655,5,0.5494756115414218,0.001756820212016013,2.82211781
tess2018319095959-s0005-0000000038846515-0125-s_lc.fits,38846515,5,2.8565715091053705,0.07051626687947904,0.34855068
tess2018319095959-s0005-0000000043647325-0125-s_lc.fits,43647325,5,0.7891306827595048,0.0684473413492546,0.34042954
tess2018319095959-s0005-0000000044737596-0125-s_lc.fits,44737596,5,0.3975602523711399,0.00584264856352575,3.19391727
tess2018319095959-s0005-0000000044898913-0125-s_lc.fits,44898913,5,0.5741365913804768,0.0009805443698773179,4.12864685
tess2018319095959-s0005-0000000055525572-0125-s_lc.fits,55525572,5,7.320851396030995,0.01560263101048569,0.23926497
tess2018319095959-s0005-0000000055650590-0125-s_lc.fits,55650590,5,8.826874802009632,0.0032022431494746414,1.00842476
tess2018319095959-s0005-0000000055652896-0125-s_lc.fits,55652896,5,10.260623606953802,0.014325332997418635,0.57974935
tess2018319095959-s0005-0000000070899085-0125-s_lc.fits,70899085,5,3.402397864936832,0.009738903769689826,0.38781166
tess2018319095959-s0005-0000000077156829-0125-s_lc.fits,77156829,5,0.18440924055136132,0.0012334298186945213,0.3280282
tess2018319095959-s0005-0000000078055054-0125-s_lc.fits,78055054,5,2.1910583206014977,0.02868900196744324,1.43866777
tess2018319095959-s0005-0000000094986319-0125-s_lc.fits,94986319,5,1.454617340507399,0.0030759318971292898,0.18759727
