ra,dec,TIC,2mass_id,KIC,Reinhold,McQuillan,Claytor ,Oelkers,Newton 2016,Newton 2018,Bouma,Walkowicz
199.433742,-47.2375748,453789494,13174412-4714152,,,,,,,,,
199.3338503,-15.2737046,335630746,13172019-1516248,,,,,,,,,
199.1962036,49.8610591,417948359,13164717+4951399,,,,,,,,,
199.0996546,-14.4447454,347812320,13162393-1426405,,,,,,,,,
198.8436817,-6.4649888,135043332,13152252-0627535,,,,,,,,,
198.3885831,62.3053799,142394656,13133342+6218195,,,,,,,,,
197.9965833,65.8336973,467179528,,,,,,,,,,
197.7312286,61.7448492,142387023,13105547+6144412,,,,,,,,,
197.6830975,70.7680117,232967440,13104376+7046061,,,,,,,,,
197.3171237,-60.3084347,441546821,13091620-6018300,,,,,,,,,
196.2197201,63.753261,142381532,,,,,,,,,,
196.0437932,-35.5495292,104024556,13041053-3532582,,,,,,,,,
195.9818362,30.640145,165987272,13035564+3038241,,,,,,,,,
195.9080719,-19.2189845,428699140,13033808-1913079,,,,,,,,,
195.8281644,-49.6397727,404340025,13031871-4938228,,,,,,,,,
195.7940145,-41.3848617,102192004,13031055-4123053,,,,,,,,,
195.3597581,-27.5222273,229047362,13012637-2731199,,,,,,,,,
194.7396141,77.6617157,198485881,12585767+7739416,,,,,,,,,
194.468098,-39.7580613,178819686,12575245-3945275,,,,,,,,,
193.5524603,-46.5877159,248111245,12541261-4635157,,,,,,,,,
193.3963704,85.1294952,154872375,12533493+8507461,,,,,,,,,
192.981203,-42.0736165,248075138,12515557-4204249,,,,,,,,,
192.5892855,-88.1211107,383390264,12502212-8807158,,,,,,,,,
192.5018624,-59.8919345,420202798,12500043-5953306,,,,,,,,,
192.1895676,-47.6136789,73717937,12484555-4736492,,,,,,,,,
192.1848981,64.8552755,142276270,12484436+6451191,,,,,,,,,
192.103738,-45.4704709,73649615,,,,,,,,,,
191.981531,9.7494181,390651552,,,,,,,,,,
191.7028214,-24.4273897,9385460,12464866-2425385,,,,,,,,,
191.363117,-6.576051,288527728,12452717-0634340,,,,,,,,,
190.9484237,-8.4784159,156599123,12434764-0828416,,,,,,,,,
190.6892403,-8.5359826,156584871,12424541-0832094,,,,,,,,,
190.6188034,-30.6398176,398943781,12422849-3038235,,,,,,,,,
190.1519558,-19.2843527,286865921,12403650-1917032,,,,,,,,,
190.0365636,-44.3120777,73228647,12400877-4418432,,,,,,,,,
189.9128532,-3.3705631,51664268,12393912-0322138,,,,,,,,,
189.8392243,20.0273377,347332255,,,,,,,,,,
189.7758591,-74.5740205,360630575,12390642-7434263,,,,,,,,,
189.7041426,-10.0605942,32425577,12384898-1003384,,,,,,,,,
189.5748998,-5.2446247,51641442,12381808-0514408,,,,,,,,,
189.0015173,-2.6696217,175371068,12360036-0240100,,,,,,,,,
188.9223576,27.2143766,376524552,12354142+2712518,,,,,,,,,
188.8935189,-10.0692793,110999033,12353448-1004091,,,,,,,,,
188.3864277,-10.1462141,429302040,12333284-1008461,,,,,,,,,
188.278284,-1.9532879,130640162,12330683-0157113,,,,,,,,,
188.2662048,44.9153672,373693175,12330390+4454552,,,,,,,,,
188.1373172,-9.6076115,380255458,12323296-0936274,,,,,,,,,
187.6867207,27.4520016,393831507,12304475+2727076,,,,,,,,,
187.6314027,-1.1609171,130634730,12303152-0109391,,,,,,,,,
187.5689308,-26.9309608,951438622, ,,,,,,,,,
187.2947047,-6.8342028,98751904,12291074-0650033,,,,,,,,,
186.8729195,-6.7218474,98720809,12272958-0643188,,,,,,,,,
186.870426,-6.1952168,98720702,12272899-0611428,,,,,,,,,
186.8026947,1.5668631,377259959,12271264+0134005,,,,,,,,,
186.7873036,-48.9784105,21113347,12270898-4858423,,,,,,,,,
186.7673635,-72.4518501,360156606,12270432-7227064,,,,,,,,,
186.5740627,-51.3630519,260647166,12261789-5121462,,,,,,,,,
186.5410958,-9.6248232,98677125,12260991-0937292,,,,,,,,,
186.5242821,61.2589289,417931607,12260584+6115325,,,,,,,,,
186.4860415,-1.4047214,94924543,,,,,,,,,,
186.27356,60.4183455,417931300,,,,,,,,,,
186.0853062,-6.3789537,98669309,12242051-0622439,,,,,,,,,
186.0383865,-1.111479,94892940,12240928-0106408,,,,,,,,,
185.5507926,-4.7172908,147683165,12221217-0443019,,,,,,,,,
185.3246821,-52.8408163,15445551,12211792-5250269,,,,,,,,,
185.306183,-10.2820915,98594138,12211347-1016552,,,,,,,,,
185.1880932,2.2823788,377171980,12204519+0216568,,,,,,,,,
185.181563,-1.5909138,147677253,12204359-0135271,,,,,,,,,
185.0628734,56.2014094,224297258,,,,,,,,,,
185.0315429,-8.9757427,98591691,12200763-0858328,,,,,,,,,
184.9787579,-25.8278531,204650483,12195494-2549399,,,,,,,,,
184.9016378,48.6832895,154220877,12193646+4840593,,,,,,,,,
184.9004881,0.968327,149969625,12193607+0058064,,,,,,,,,
184.6021322,-0.5512886,66664249,12182454-0033048,,,,,,,,,
184.0545174,-3.5530888,349456525,12161309-0333111,,,,,,,,,
183.9203614,-18.9103377,429358906,,,,,,,,,,
183.8088709,2.0208765,397056271,12151420+0201153,,,,,,,,,
183.7938491,-3.4956913,349445839,12151051-0329442,,,,,,,,,
183.7514959,-5.7820178,349445372,12150031-0546550,,,,,,,,,
183.7203635,1.9681688,397052808,12145289+0158057,,,,,,,,,
183.6456643,-9.5626286,176938958,12143498-0933454,,,,,,,,,
183.563961,-13.1748411,335590096,,,,,,,,,,
183.4724742,-0.3934357,56815340,12135339-0023365,,,,,,,,,
183.4686492,-3.8318097,56814628,12135253-0349547,,,,,,,,,
183.3667344,-8.9952309,176910179,12132801-0859425,,,,,,,,,
183.3660401,23.055687,347329162,12132790+2303205,,,,,,,,,
182.8173343,-9.4141696,176869982,12111613-0924503,,,,,,,,,
182.751404,-9.7652392,176868951,12110036-0945547,,,,,,,,,
182.699673,-6.2943552,176868262,12104805-0617391,,,,,,,,,
182.3663818,-8.3096141,152868838,12092792-0818342,,,,,,,,,
182.3292517,-0.5393421,56760743,12091905-0032204,,,,,,,,,
182.1662666,-8.7472172,152852327,12083992-0844497,,,,,,,,,
181.6324078,-5.8274311,56754291,12063188-0549386,,,,,,,,,
181.6296115,-1.1606,56721373,12063112-0109379,,,,,,,,,
181.5718341,12.5070258,86263325,,,,,,,,,,
181.2386829,-6.8052985,152805642,12045739-0648180,,,,,,,,,
181.1211419,-4.8991358,96199085,12042913-0453572,,,,,,,,,
180.5462193,-35.5486091,142211778,12021109-3532550,,,,,,,,,
180.5408896,-3.5809053,35064295,12020980-0334507,,,,,,,,,
180.2087883,-46.1364201,272212970,12005011-4608110,,,,,,,,,
180.165072,-45.7994559,272213425,12003962-4547579,,,,,,,,,
179.9397081,-5.7216879,35021200,11594560-0543182,,,,,,,,,
179.8358421,-6.5178542,152701771,11592060-0631042,,,,,,,,,
179.7058532,-3.3894613,35019000,11584943-0323218,,,,,,,,,
178.3296746,6.4123178,291090078,11531915+0624439,,,,,,,,,
178.1921152,-1.1984418,446672575,11524614-0111545,,,,,,,,,
178.1105741,4.2546649,366696612,11522658+0415171,,,,,,,,,
178.0568745,2.5941222,366683184,11521368+0235390,,,,,,,,,
177.3202331,3.4755183,325335564,11491686+0328318,,,,,,,,,
176.7388264,-22.5630097,413376180,11465738-2233467,,,,,,,,,
176.6657559,-5.1720463,82054726,11463977-0510186,,,,,,,,,
176.628323,-33.8600764,157266693,11463084-3351361,,,,,,,,,
176.2990518,-42.0639575,61538902,11451175-4203501,,,,,,,,,
176.263724,0.0054085,82050863,,,,,,,,,,
176.2499418,-35.640563,157230659,11450000-3538261,,,,,,,,,
176.2402326,-38.1397158,454069765,11445767-3808229,,,,,,,,,
176.1233077,3.2723812,397022282,11442963+0316205,,,,,,,,,
175.9080328,6.5637842,380619414,11433800+0633494,,,,,,,,,
175.6436366,20.9652921,119585136,11423454+2057553,,,,,,,,,
175.5252399,-23.3548451,219698950,11420608-2321174,,,,,,,,,
175.2563039,-44.4041485,397362481,,,,,,,,,,
175.206752,6.1348146,380583651,11404960+0608054,,,,,,,,,
175.0972238,4.5574311,281886199,11402333+0433264,,,,,,,,,
174.9602543,0.603596,281885301,11395048+0036129,,,,,,,,,
174.7455392,-3.9055746,49462779,11385895-0354202,,,,,,,,,
174.2662454,-0.90721,49430892,11370392-0054262,,,,,,,,,
174.1094967,-2.0233506,49428710,11362626-0201228,,,,,,,,,
174.011661,-2.5209338,49427836,11360278-0231150,,,,,,,,,
174.0098693,-29.5433642,14661418,11360233-2932359,,,,,,,,,
173.9574203,-29.1560639,14614418,11354977-2909216,,,,,,,,,
173.9385102,4.6164303,380546118, ,,,,,,,,,
173.714867,-24.6054801,322807371,11345152-2436189,,,,,,,,,
173.4691418,12.4510906,67512645,,,,,,,,,,
173.2790517,-56.5033871,452006073,11330697-5630122,,,,,,,,,
173.1919022,2.2446794,396972464,11324609+0214415,,,,,,,,,
172.560141,7.5878315,388804061,,,,,,,,,,
172.3353708,-1.4551364,173103335,11292037-0127173,,,,,,,,,
172.1216476,1.6906217,363573185,11282927+0141264,,,,,,,,,
171.933659,-0.0628488,173090902,11274407-0003462,,,,,,,,,
171.8450533,-44.0887035,162922904,11272283-4405193,,,,,,,,,
171.5151874,1.2306237,363548415,11260363+0113505,,,,,,,,,
171.2749348,41.0280207,17993892,11250598+4101406,,,,,,,,,
171.2316754,-27.0623619,97825640,11245575-2703441,,,,,,,,,
171.1303716,-42.7321394,162802770,11243133-4243555,,,,,,,,,
171.0147921,-19.5569588,219189765,11240360-1933257,,,,,,,,,
170.4544727,33.9913822,144310492,11214909+3359291,,,,,,,,,
170.324325,-22.388177,437261733,11211786-2223174,,,,,,,,,
170.3135774,25.2732942,230055368,,,,,,,,,,
170.1554763,2.5027534,363479723,11203732+0230097,,,,,,,,,
170.1408561,-4.8070039,38116202,11203379-0448249,,,,,,,,,
170.1031027,1.2858679,363478257,11202473+0117094,,,,,,,,,
169.8248694,44.9890782,148673433,11191789+4459209,,,,,,,,,
169.7935178,-0.2844389,38114658,11191047-0017036,,,,,,,,,
169.6327547,-1.7740582,38087018,11183189-0146270,,,,,,,,,
169.483654,5.988289,363444743,11175607+0559183,,,,,,,,,
169.4827046,2.6190363,363445338,11175587+0237086,,,,,,,,,
169.4490102,3.8665038,363445121,11174778+0351590,,,,,,,,,
169.4388603,-19.0547781,437248515,11174536-1903171,,,,,,,,,
169.3034598,-1.8778254,38064757,11171284-0152406,,,,,,,,,
169.117028,-3.9754405,443616612,11162811-0358315,,,,,,,,,
169.0418328,1.9866832,301609547,11161006+0159128,,,,,,,,,
168.9366786,0.4880606,301610040,11154478+0029171,,,,,,,,,
168.5825696,2.7805614,301603728,11141982+0246508,,,,,,,,,
168.5638892,-37.9101328,151920165,11141533-3754365,,,,,,,,,
168.2929079,-17.6577794,308098254,11131028-1739280,,,,,,,,,
168.2267358,-34.4069371,23434737,,,,,,,,,,
167.9908627,-39.3281151,151825527,11115769-3919400,,,,,,,,,
167.8214811,69.9647749,147950620,11111689+6957527,,,,,,,,,
167.3279228,-61.0952624,466884459,11091871-6105429,,,,,,,,,
167.2329152,34.3030149,8967242,11085591+3418115,,,,,,,,,
167.0937488,-1.065855,53210555,11082249-0103565,,,,,,,,,
166.9798793,-61.1462496,466840711,11075518-6108465,,,,,,,,,
166.8806581,61.3525723,99869022,11073136+6121096,,,,,,,,,
166.8010058,3.0399357,301540319,11071223+0302241,,,,,,,,,
166.4296276,-5.0794854,53189332,11054313-0504458,,,,,,,,,
166.3187996,-34.1227453,448589187,11051653-3407219,,,,,,,,,
166.2695041,11.2464069,350348197,11050459+1114476,,,,,,,,,
166.1181474,30.4585763,166648874,,,,,,,,,,
166.0747423,-47.8214964,178709444, ,,,,,,,,,
165.6904843,-16.4064445,181804752,,,,,,,,,,
165.3993679,-23.8609457,437242640,11013589-2351382,,,,,,,,,
165.3651202,5.1394812,281837575,11012767+0508221,,,,,,,,,
165.3158231,-72.3567044,454248975,11011602-7221246,,,,,,,,,
165.167198,64.9638452,99834717,11004017+6457504,,,,,,,,,
164.9324709,-82.2213501,394918211,10594390-8213171,,,,,,,,,
164.8563364,-56.6235564,304142124,,,,,,,,,,
164.7772913,40.9837182,21535395,,,,,,,,,,
164.7245509,-5.5475446,35009898,,,,,,,,,,
164.5865592,-36.8581092,158588995,,,,,,,,,,
164.3759959,12.535614,149496868,10573028+1232082,,,,,,,,,
164.3491401,-29.9971229,49043968,10572385-2959497,,,,,,,,,
164.3165643,-32.3224375,49045066,10571599-3219209,,,,,,,,,
164.1893864,9.6739464,365007485,10564551+0940263,,,,,,,,,
164.1138903,-72.9851736,277634430,10562716-7259054,,,,,,,,,
164.031654,-43.3766967,147660886,10560763-4322362,,,,,,,,,
163.7888521,-0.7370663,14344979,10550935-0044139,,,,,,,,,
163.7715605,-6.4784524,148497855,10550519-0628424,,,,,,,,,
163.487394,-25.5245988,287145649,10535698-2531288,,,,,,,,,
163.324115,-61.4056976,465390152,10531778-6124205,,,,,,,,,
163.2519122,5.3064776,281748980,10530051+0518238,,,,,,,,,
163.1010355,-61.4468591,915110182, ,,,,,,,,,
163.0323119,0.493167,281731203,10520778+0029359,,,,,,,,,
162.6440933,-61.9572476,465144510,10503459-6157261,,,,,,,,,
161.9090273,71.655727,349827430,10473836+7139211,,,,,,,,,
161.7349738,1.9367044,281660552,10465641+0156121,,,,,,,,,
161.7069053,-9.3993646,55092869,10464974-0923563,,,,,,,,,
161.451913,6.419318,393548451,10454845+0625099,,,,,,,,,
160.8868435,-1.9126984,169249234,10433283-0154457,,,,,,,,,
160.748095,60.9641194,149918151,10425960+6057510,,,,,,,,,
160.6307133,28.1986255,85266608,10423138+2811550,,,,,,,,,
160.6023689,7.4350768,393495970,10422458+0726060,,,,,,,,,
160.5941265,4.4413751,374339566,10422263+0426287,,,,,,,,,
160.5587646,-3.8349989,169226822,10421407-0350062,,,,,,,,,
160.3249517,12.1911149,61312205,10411801+1211284,,,,,,,,,
160.0658525,-8.5110827,54962195,,,,,,,,,,
160.0598236,-62.4555353,390001646,10401438-6227201,,,,,,,,,
159.4209874,6.2858689,392852196,10374104+0617094,,,,,,,,,
159.4093183,-40.888259,106402532,10373820-4053179,,,,,,,,,
159.3890808,11.8427484,392876254,10373341+1150338,,,,,,,,,
159.3412205,-63.6556923,460984940,,,,,,,,,,
158.9007013,-5.1813735,124573851,10353615-0510540,,,,,,,,,
158.2250301,-34.9899074,53735810,10325399-3459234,,,,,,,,,
157.9356855,0.9372782,374180079,10314450+0056152,,,,,,,,,
157.6222171,6.8636732,392817207,10302934+0651492,,,,,,,,,
157.4123405,70.5270835,103751498,10293910+7031378,,,,,,,,,
157.1440712,65.8541986,355867695,,,,,,,,,,
157.06262,25.5731366,165297570,10281500+2534236,,,,,,,,,
157.0372806,-64.5052107,460205581,10280898-6430189,,,,,,,,,
156.837704,34.3909497,85293053,10272110+3423277,,,,,,,,,
156.74726,-52.4678724,447061717,,,,,,,,,,
156.6226981,4.7640203,277869696,10262945+0445505,,,,,,,,,
156.4054989,2.5138829,277833995,10253725+0230516,,,,,,,,,
155.9841428,-56.8431169,464300749,10235624-5650353,,,,,,,,,
155.8719377,-43.8349248,102840239,10232924-4350059,,,,,,,,,
155.6814593,50.1287115,252479260,10224361+5007420,,,,,,,,,
155.6078632,-82.2188693,394561119,10222579-8213080,,,,,,,,,
154.987604,3.9548275,345063080,10195701+0357186,,,,,,,,,
154.9081869,-9.8064431,36734222,10193800-0948225,,,,,,,,,
154.6710977,10.1288464,350020859,10184106+1007445,,,,,,,,,
154.6449033,-11.717801,36724087,,,,,,,,,,
154.5110307,3.6969271,345034874,10180271+0341484,,,,,,,,,
154.2710615,-25.2762982,168281028,10170509-2516345,,,,,,,,,
154.1166869,28.6820708,1042868,10162809+2840571,,,,,,,,,
153.7090696,-47.1549358,101955023,,,,,,,,,,
153.6696689,-15.6428372,293607057,10144071-1538344,,,,,,,,,
152.6662832,24.2731213,308073360,10103984+2416239,,,,,,,,,
152.2182549,69.2766204,103633434,,,,,,,,,,
152.1765169,35.5475571,407591297,,,,,,,,,,
152.1027826,55.5399599,137906197,10082471+5532242,,,,,,,,,
151.807032,46.1148814,29191624,10071369+4606539,,,,,,,,,
151.6597827,18.6340631,27064468,10063841+1838028,,,,,,,,,
151.6186989,74.8272107,142748283,10062860+7449391,,,,,,,,,
150.5726262,53.9508237,137881699,10021743+5357031,,,,,,,,,
150.0626247,-47.4452436,36452991,10001500-4726428,,,,,,,,,
149.9918059,-16.1597935,332657786,,,,,,,,,,
149.8236672,-27.3928174,11561667,09591770-2723339,,,,,,,,,
149.1235154,-24.0991859,22221375,,,,,,,,,,
148.6431193,40.3879446,67666096,09543439+4023170,,,,,,,,,
148.4167672,-45.6591078,35516889,09534008-4539330,,,,,,,,,
148.3783199,35.570548,4918918,,,,,,,,,,
148.1851516,6.216103,377064495,09524454+0612589,,,,,,,,,
147.5800667,-66.1139253,371443216,09501920-6606500,,,,,,,,,
147.1745753,-51.756564,445903569,09484191-5145236,,,,,,,,,
146.3970631,-66.6866307,371188886,09453549-6641120,,,,,,,,,
146.121464,-45.7790165,34068865,,,,,,,,,,
145.645472,-62.4758857,362249359,,,,,,,,,,
145.2229223,27.950158,125552076,09405353+2757006,,,,,,,,,
144.9268593,-28.5856004,315002523,09394244-2835081,,,,,,,,,
144.8751047,-20.9824191,408310006,09393009-2058568,,,,,,,,,
144.5377709,-49.3352226,280655495,09380910-4920069,,,,,,,,,
144.2876092,-29.800444,189625051,09370902-2948015,,,,,,,,,
144.1193594,-50.4630933,280206394,09362869-5027478,,,,,,,,,
143.9265177,-60.3574758,361343239,09354239-6021271,,,,,,,,,
142.743406,26.5399951,172518755,09305841+2632246,,,,,,,,,
142.1734459,-12.1671652,296739893,,,,,,,,,,
141.9206435,-19.3476477,176685457,09274096-1920515,,,,,,,,,
140.6569501,50.6037764,457134360,09223756+5036134,,,,,,,,,
140.5063164,-23.946102,423275733,09220153-2356462,,,,,,,,,
140.4451478,18.469628,86130229,09214684+1828102,,,,,,,,,
140.3993759,-60.2811692,359271092,,,,,,,,,,
140.3390845,14.3678691,55315929,09212142+1422046,,,,,,,,,
140.1029654,33.8823291,8767448,09202471+3352567,,,,,,,,,
140.0875894,-31.2692116,19684256,09202105-3116095,,,,,,,,,
139.1125648,69.0741284,289661991,09162700+6904269,,,,,,,,,
137.3794986,16.3558324,321285788,09093108+1621212,,,,,,,,,
137.2015437,11.8622503,323687123,,,,,,,,,,
136.7892752,15.2056765,330690135,09070943+1512205,,,,,,,,,
136.777644,46.6724251,39699648,09070675+4640214,,,,,,,,,
136.5741931,19.4020565,243244680,09061775+1924080,,,,,,,,,
136.4894259,16.3255146,330687113,09055745+1619320,,,,,,,,,
136.4259999,55.3071309,459762279,09054223+5518267,,,,,,,,,
136.3614923,21.6685886,203289099,09052674+2140075,,,,,,,,,
135.8832666,14.2504994,330621494,09033200+1415018,,,,,,,,,
135.5458029,-3.4208194,149845414,09021100-0325145,,,,,,,,,
135.4163028,-20.7203686,118956453,09013992-2043133,,,,,,,,,
135.3443583,6.0970828,270468559,09012265+0605500,,,,,,,,,
135.3350487,18.8252879,203228393,09012038+1849316,,,,,,,,,
135.0194934,13.2737056,437054764,09000476+1316258,,,,,,,,,
134.9576234,-48.4884929,401125028,08594984-4829182,,,,,,,,,
134.7226445,-13.3125792,348835438,08585340-1318450,,,,,,,,,
134.7188514,21.0747961,203214081,,,,,,,,,,
134.4441404,21.4532748,197249801,08574660+2127127,,,,,,,,,
134.2021746,21.5026882,197246627,08564852+2130094,,,,,,,,,
134.0892456,-12.9306438,348755728,08562138-1255503,,,,,,,,,
133.8557342,10.4692176,458686847,08552535+1028087,,,,,,,,,
133.8382032,16.7940663,46382728,08552113+1647389,,,,,,,,,
133.8081054,18.9497263,197241396,08551396+1856592,,,,,,,,,
133.7094899,11.8482712,444037742,08545028+1150537,,,,,,,,,
133.6410515,23.1329509,197221381,08543387+2307584,,,,,,,,,
133.4086892,-40.543701,190496853,08533810-4032376,,,,,,,,,
133.3242982,8.5230171,444013020,08531783+0831229,,,,,,,,,
133.1468373,28.3298154,332064670,,,,,,,,,,
133.1218996,21.2386816,197215129,08522920+2114204,,,,,,,,,
132.7376431,13.170269,46296576,08505703+1310133,,,,,,,,,
132.7193327,25.0380824,117414377,08505273+2502172,,,,,,,,,
132.7075876,21.7890367,238608004,08504989+2147209,,,,,,,,,
132.6211743,17.5423852,46259692,08502906+1732328,,,,,,,,,
132.5235618,23.1924709,332024125,08500566+2311333,,,,,,,,,
132.1698795,20.4550162,332022997,08484077+2027182,,,,,,,,,
132.1268608,15.6558964,293496724,08483045+1539216,,,,,,,,,
132.0098683,16.9017663,293460551,08480233+1654067,,,,,,,,,
131.9386628,16.3289144,293459761,08474528+1619440,,,,,,,,,
131.5803897,-8.0269855,13349647,08461929-0801370,,,,,,,,,
131.3583524,19.698401,184914317,08452605+1941544,,,,,,,,,
131.2665588,13.5497322,293375721,08450398+1332594,,,,,,,,,
131.1069959,1.8598933,350293646,08442570+0151361,,,,,,,,,
130.9002258,63.0780768,458419328,08433613+6304413,,,,,,,,,
130.8783479,24.4229559,117275513,08433079+2425234,,,,,,,,,
130.7988719,13.0094226,333800257,08431171+1300345,,,,,,,,,
130.5056385,3.7105662,379929661,08420135+0342380,,,,,,,,,
130.5013137,20.3593003,175290532,08420032+2021334,,,,,,,,,
130.4971951,19.9166357,175290685,08415934+1954599,,,,,,,,,
130.4102091,17.6399744,337632006,08413848+1738240,,,,,,,,,
130.3439097,18.9338205,175265494,08412258+1856020,,,,,,,,,
130.2951535,-16.0363275,1003831,08411084-1602105,,,,,,,,,
130.2596625,14.6902225,337607207,08410232+1441250,,,,,,,,,
130.180046,10.9829509,366631954,08404327+1058585,,,,,,,,,
130.1551381,13.0146799,21339280,08403726+1300527,,,,,,,,,
130.082542,18.6929046,175241633,08401981+1841344,,,,,,,,,
130.0558953,19.7787519,175262071,08401345+1946436,,,,,,,,,
130.0266951,19.0923416,175261852,,,,,,,,,,
129.8823772,47.3519076,20096620,08393180+4721073,,,,,,,,,
129.8137008,23.3574367,175236511,08391527+2321269,,,,,,,,,
129.7768928,19.0100046,175233369,08390649+1900360,,,,,,,,,
129.6894456,23.6852651,175193677,,,,,,,,,,
129.6883026,-13.2565267,101011575,08384526-1315240,,,,,,,,,
129.6821253,15.6806039,21276520,08384378+1540503,,,,,,,,,
129.6366594,19.7737202,175194958,08383283+1946256,,,,,,,,,
129.5720221,-23.550217,118339710,08381729-2333007,,,,,,,,,
129.3896679,16.5220648,21247758,08373352+1631196,,,,,,,,,
129.3625717,18.9766197,195193025,08372705+1858360,,,,,,,,,
129.2823699,20.3992512,195193560,08370778+2023577,,,,,,,,,
129.1405227,14.4618826,21244210,08363360+1427429,,,,,,,,,
129.1299193,10.1472175,468989066,08363117+1008501,,,,,,,,,
128.9256885,10.2065866,468987719,08354217+1012239,,,,,,,,,
128.6616644,31.5539793,172900988,08343881+3133147,,,,,,,,,
128.3219134,13.6613758,20536788,08331725+1339413,,,,,,,,,
128.0670932,11.6307099,366622912,08321610+1137504,,,,,,,,,
127.9373409,19.0745863,178246831,08314496+1904288,,,,,,,,,
127.882912,11.922255,366576758,08313191+1155202,,,,,,,,,
127.762837,10.8475571,366568760,08310308+1050513,,,,,,,,,
127.761137,16.9004702,20484888,08310268+1654020,,,,,,,,,
127.5787231,22.2359194,178217113,08301891+2214092,,,,,,,,,
127.5541103,10.9101444,366528389,08301297+1054371,,,,,,,,,
127.3872297,-12.9447683,386259537,08293295-1256411,,,,,,,,,
126.9366624,17.5793267,7059054,08274481+1734457,,,,,,,,,
126.8968265,11.6674131,366484980,08273526+1140030,,,,,,,,,
126.6158279,10.0803708,366443426,08262784+1004493,,,,,,,,,
126.5535002,12.281851,7020254,08261282+1216550,,,,,,,,,
126.4882114,11.5110933,366410512,08255719+1130402,,,,,,,,,
126.4762179,20.3593384,14635562,08255432+2021344,,,,,,,,,
126.4643579,10.246577,366411016,,,,,,,,,,
126.4337428,-13.5595485,409794137,08254410-1333356,,,,,,,,,
126.3726821,23.2974061,14603874,08252951+2317504,,,,,,,,,
126.3378248,-11.5009889,50712784,08252108-1130035,,,,,,,,,
125.9864854,22.663226,14570099,,,,,,,,,,
125.9528309,22.6339399,14570090,08234865+2238024,,,,,,,,,
125.617407,13.7353093,6893917,08222820+1344071,,,,,,,,,
125.5443036,-19.1242852,143526233,08221064-1907274,,,,,,,,,
125.4202985,13.4975122,6892385,08214087+1329512,,,,,,,,,
125.3050544,-46.4842959,83092282,08211322-4629031,,,,,,,,,
125.2239144,16.0907958,60286662,08205372+1605274,,,,,,,,,
125.007177,14.0194586,60256211,08200170+1401100,,,,,,,,,
124.6426189,13.5027816,186853124,08183423+1330102,,,,,,,,,
124.6067582,-19.6627918,218795833,08182567-1939465,,,,,,,,,
124.5328604,-68.3144658,307210830,,,,,,,,,,
124.3609294,17.0241557,186814470,08172665+1701278,,,,,,,,,
124.073681,-8.6865813,19342878,08161768-0841121,,,,,,,,,
123.9498431,5.8368669,455135327,08154797+0550121,,,,,,,,,
123.3950504,68.5745899,71582156,08133494+6834293,,,,,,,,,
123.3922465,-1.9827874,178367144,08133416-0158579,,,,,,,,,
123.3818484,16.419516,27635334,08133165+1625107,,,,,,,,,
123.3442567,12.2221079,27649847,08132251+1213181,,,,,,,,,
123.250703,4.7870288,455096220,08130018+0447132,,,,,,,,,
123.1361518,13.6884986,27626711,08123267+1341184,,,,,,,,,
121.8632568,29.3886446,95660472,08072719+2923194,,,,,,,,,
120.6116787,64.7971531,285048486,08022653+6447489,,,,,,,,,
120.5936065,3.3371629,452866790,,,,,,,,,,
119.7735021,15.391209,19028197,,,,,,,,,,
119.0598183,-35.1167104,151483286,07561435-3507000,,,,,,,,,
118.9945352,-52.3548332,269333648,07555866-5221177,,,,,,,,,
118.5693065,-65.441482,382626661,07541669-6526294,,,,,,,,,
118.4831501,23.9382192,63189173,07535598+2356176,,,,,,,,,
118.0634379,12.1393474,17746821,07521521+1208218,,,,,,,,,
117.9246417,9.3852412,453211454,,,,,,,,,,
117.4793699,27.3631342,130181866,07495506+2721473,,,,,,,,,
117.4149764,-52.1204471,268644785,07493960-5207136,,,,,,,,,
117.0267691,50.2251472,356473034,,,,,,,,,,
116.7971978,68.4766845,71431780,07471130+6828358,,,,,,,,,
116.7163868,39.0944695,9155187,07465196+3905404,,,,,,,,,
116.3707214,-52.3832587,268301217,07452898-5222599,,,,,,,,,
115.9317105,-1.073333,68007716,07434358-0104235,,,,,,,,,
115.1366858,2.0985879,280437559,07403284+0205561,,,,,,,,,
114.9426489,-21.4856184,415276070,07394624-2129081,,,,,,,,,
114.4673065,-62.0782776,349972412,07375217-6204416,,,,,,,,,
114.2833819,-32.7554188,114299824,07370802-3245195,,,,,,,,,
113.9847611,-32.8419988,114018671,,,,,,,,,,
113.8523276,-73.5774089,271971130,07352425-7334388,,,,,,,,,
113.7582526,17.8300283,14770122,07350197+1749482,,,,,,,,,
113.1842383,33.8350214,239154970,07324421+3350061,,,,,,,,,
112.965421,-73.6060358,271893367,07315176-7336220,,,,,,,,,
112.4192251,-29.9379163,112604564,07294061-2956163,,,,,,,,,
112.0100593,-63.5177788,349576261,07280242-6331041,,,,,,,,,
111.9164295,24.3361185,26826078,07273995+2420118,,,,,,,,,
111.5095293,7.6157759,425206121,07260228+0736569,,,,,,,,,
110.7353308,67.2526565,147797743,07225646+6715091,,,,,,,,,
110.5126861,-57.384998,339672028,07220299-5723054,,,,,,,,,
110.4835517,-12.5654781,95589845,07215606-1233556,,,,,,,,,
110.3880285,58.2681094,51234631,07213317+5816051,,,,,,,,,
