ra,dec,TIC,2mass_id,KIC,Reinhold,McQuillan,Claytor ,Oelkers,Newton 2016,Newton 2018,Bouma,Walkowicz
296.5120204,49.7277506,27846759,19460289+4943399,11671579,,,,,,,,
295.5712566,49.774514,27532033,19421712+4946285,11669239,,,,,,,,
295.5212866,49.7386804,27531978,19420508+4944190,11669125,,,,,,,,
294.4639165,49.7650473,27187218,19375133+4945541,11666881,,,,,,,,
292.0874126,49.788709,26582909,19282099+4947195,11662184,,,,,,,,
289.5931004,49.7812447,416265126,19182234+4946521,11657891,,,,,,,,
289.4390075,49.7312226,299219860,19174535+4943523,11657614,,,,,,,9.11,
289.0297232,49.7697034,299154193,19160713+4946109,11656918,,,,,,,,
288.9217259,49.7620237,299087968,19154118+4945433,11656721,,,,,,,,
288.6615682,49.7371538,299030528,19143877+4944139,11656246,,,,,,,10.33,
285.7119953,49.7067574,377781254,19025086+4942239,11651712,,,,,,,,
284.8713893,49.7758867,48451562,18592912+4946332,11650401,,,,,,,,
297.7363605,49.637101,28234096,19505673+4938137,11624249,,,,,,,21.4,
297.4865503,49.6233975,28227113,19495685+4937244,11623629,,,,,,,24.1,
297.0905543,49.6264867,28084836,19482175+4937356,11622600,,,,,,,,
296.5666587,49.6961742,351192037,19461599+4941465,11621223,,,,,,,10.08,
295.5864604,49.6668523,27531854,19422075+4940006,11618601,,,,,,,12.7,
293.8817361,49.6831419,27007509,19353162+4940593,11614617,,,,,,,,
292.6777294,49.6638666,26656768,19304265+4939500,11612280,,,,,,,,
292.3285976,49.6535171,424815179,19291885+4939127,11611600,,,,,,,,
292.1586689,49.6377914,26583108,19283807+4938159,11611275,,,,,,,,
286.4714473,49.6490933,243271716,19055315+4938564,11601584,,,,,,,13.89,
286.0363025,49.6145027,405688133,19040872+4936522,11600889,,,,,,,,
284.8465476,49.6923412,48451491,18592319+4941326,11599038,,,,,,,,
297.6422563,49.594958,28234022,19503414+4935419,11572193,,,,,,,5.89,
296.4185696,49.540148,27847148,19454045+4932243,11568987,,,,,,,,
295.3024604,49.5890456,27456723,19411260+4935208,11566256,,,,,,,20.05,
295.2126472,49.56216,27396246,19405104+4933438,11566064,,,,,,,3.94,
295.1521334,49.5876179,27396284,19403652+4935153,11565924,,,,,,,,
292.8085984,49.5794242,26748113,19311407+4934460,11560897,,,,,,,,
284.7391156,49.5984448,48448369,18585736+4935542,11547513,,,,,,,15.74,
284.7316084,49.533149,48448415,18585555+4931595,11547505,,,,,,,,
298.0676519,49.412541,28364164,19521624+4924453,11521793,,,,,,,13.17,
296.6679448,49.4617774,351191596,19464029+4927426,11518142,,,,,,,,
294.7842662,49.4920557,27240575,19390823+4929315,11513486,,,,,,,16.74,
294.2189131,49.4792536,27083727,19365254+4928452,11512246,,,,,,,,
292.9883129,49.4849664,26752863,19315720+4929058,11509504,,,,,,,,
292.5457096,49.4168981,26656435,19301098+4925011,11508644,,,,,,,,
291.7219993,49.4808492,26491504,19265328+4928511,11507101,,,,,,,,
289.4346668,49.473455,299220166,19174431+4928242,11502867,,,,,,,,
286.6714813,49.4062964,399826020,19064114+4924226,11498128,,,,,,,,
286.5510448,49.418731,243271972,19061224+4925074,11497977,,,,,,,,
296.7533555,49.3780726,27913951,19470081+4922411,11465950,,,,,,,,
296.6270184,49.353891,351191396,19463048+4921140,11465651,,,,,,,,
295.0641963,49.3589615,27390527,19401541+4921323,11461844,,,,,,,,
294.2657519,49.3140933,27084006,19370379+4918507,11460018,,,,,,,,
293.1953923,49.316541,26814296,19324688+4918594,11457726,,,,,,,10.92,
291.9998055,49.3018321,26541144,19275994+4918065,11455428,,,,,,,11.21,
291.8649164,49.325869,26541175,19272758+4919333,11455181,,,,,,,,
289.1995995,49.3056404,299158566,19164790+4918205,11450414,,,,,,,,
286.8085258,49.3164211,399860444,19071403+4918590,11446443,,,,,,,,
285.5575066,49.3300866,350813882,19021380+4919482,11444514,,,,,,,,
284.4334642,49.3051239,267667295,18574403+4918185,11442793,,,,,,,,
297.2852168,49.2124526,28090925,19490839+4912448,11415243,,,,,,,26.3,
296.7541629,49.2087085,27914290,19470099+4912314,11413812,,,,,,,,
292.1801539,49.202481,424815791,19284322+4912089,11403530,,,,,,,,
292.0847866,49.2374206,26583640,19282034+4914149,11403339,,,,,,,29.79,
291.9361615,49.2539473,26541079,19274468+4915143,11403044,,,,,,,,
291.9069862,49.262076,26541093,19273768+4915433,11402995,,,,,,,,
291.2562253,49.2589288,350810559,19250148+4915322,11401767,,,,,,,,
291.2501859,49.2318073,350810590,19250004+4913545,11401755,,,,,,,,
290.9576363,49.2037262,417676802,19234981+4912137,11401182,,,,,,,40.42,
286.8527157,49.2616668,399860388,19072463+4915420,11394027,,,,,,,22.25,
296.4644914,49.1828952,27847814,19455148+4910584,11360571,,,,,,,,
296.2005506,49.1400304,27774415,19444814+4908244,11359879,,,,,,,,
295.626564,49.130411,27530849,19423038+4907495,11358389,,,,,,,20.93,
294.6802199,49.1401106,27235573,19384326+4908245,11356260,,,,,,,21.24,
287.5849352,49.1547328,399953998,19102037+4909172,11342416,,,,,,,9.39,
284.6162253,49.1907438,48448706,18582788+4911269,11337833,,,,,,,,
284.4227535,49.1061907,267667467,18574145+4906224,11337566,,,,,,,11.13,
284.2969363,49.1585983,267570317,18571126+4909312,11337372,,,,,,,,
296.8520316,49.0844359,27914560,19472449+4905040,11308499,,,,,,,,
295.5549918,49.0172956,27530621,19421321+4901024,11304958,,,,,,,,
294.8526163,49.0574468,27239856,19392463+4903268,11303322,,,,,,,,
292.0134714,49.0191267,26583944,19280321+4901088,11297236,,,,,,,23.69,
291.0323102,49.0402129,417676622,19240775+4902249,11295426,,,,,,,,
287.0570731,49.0460112,399911496,19081368+4902456,11288505,,,,,,,,
286.7527322,49.0648788,399860218,19070067+4903536,11288051,,,,,,,,
285.3662532,49.0448172,279917996,19012789+4902415,11285870,,,,,,,,
284.566954,49.0127077,267667567,18581605+4900451,11284772,,,,,,,,
294.8351052,48.9823204,27239696,19392044+4858564,11250587,,,,,,,17.26,
292.1373281,48.9171579,26584080,19283296+4855018,11244682,,,,,,,4.16,
291.8478341,48.9681664,26540675,19272347+4858052,11244137,,,,,,,,
290.6365144,48.9961494,290034635,19223277+4859458,11241912,,,,,,,,
293.2882949,48.8116114,26817863,19330918+4848418,11193263,,,,,,,12.03,
293.1600977,48.8812074,26814955,19323844+4852522,11192998,,,,,,,23.81,
291.2556226,48.8469171,350811132,19250134+4850490,11189311,,,,,,,4.93,
285.2324786,48.8066963,48506742,19005578+4848241,11179076,,,,,,,32.83,
284.2513637,48.8095962,267569980,18570031+4848346,11177707,,,,,,,,
284.2233265,48.8317229,267570002,18565359+4849543,11177676,,,,,,,25.76,
284.1326058,48.8251452,48421060,18563183+4849304,11177543,,,,,,,,
283.068651,48.8021209,48217852,18521647+4848075,11176166,,,,,,,,
283.0398448,48.8253303,48217868,18520955+4849312,11176127,,,,,,,,
298.4568899,48.7915925,267989336,19534964+4847297,11153539,,,,,,,,
298.2948708,48.7754,28448998,19531078+4846316,11153121,,,,,,,,
292.16706,48.7275345,26584326,19284009+4843393,11138155,,,,,,,,
290.6937988,48.7014417,290034960,19224649+4842053,11135308,,,,,,,,
289.664394,48.706165,416283848,19183945+4842223,11133306,,,,,,,,
286.3385562,48.7442697,405719110,19052120+4844387,11127479,,,,,,,19.06,
285.3138209,48.72527,279917678,19011531+4843309,11125797,,,,,,,7.7,
283.2091605,48.7776156,48304302,18525019+4846395,11122894,,,,,,,23.75,
282.3947017,48.7591334,48132154,18493470+4845329,11121752,,,,,,,,
294.8661073,48.6389923,27239111,19392788+4838203,11090556,,,,,,,20,
292.9291693,48.6028303,26751563,19314299+4836101,11086270,,,,,,,,
289.8589165,48.6938077,267669725,19192612+4841378,11080405,,,,,,,,
287.3265292,48.6733443,399951991,19091838+4840243,11075737,,,,,,,17.25,
287.1302407,48.665347,399913391,19083126+4839553,11075429,,,,,,,,
286.7156676,48.6452552,399826741,19065175+4838430,11074835,,,,,,,,
285.7907395,48.6832431,377782184,19030976+4840597,11073351,,,,,,,,
298.6249797,48.57745,264508014,19542997+4834388,11046458,,,,,,,31.71,
297.3915863,48.5606875,28089606,19493398+4833384,11043167,,,,,,,,
295.4823299,48.5244695,27529656,19415577+4831280,11037818,,,,,,,,
295.2886934,48.5997243,27458633,19410928+4835589,11037335,,,,,,,,
293.0844515,48.5753645,26751527,19322027+4834314,11032227,,,,,,,,
292.3514917,48.5110714,424864368,19292435+4830398,11030711,,,,,,,,
290.8517961,48.5213243,417659078,19232442+4831168,11027624,,,,,,,17.96,
286.5806115,48.5442312,399826842,19061934+4832391,11019987,,,,,,,14.05,
285.7185682,48.5058038,377782363,19025244+4830210,11018648,,,,,,,,
283.507219,48.552633,48353203,18540174+4833093,11015323,,,,,,,,
283.3402948,48.549062,48305629,18532166+4832565,11015108,,,,,,,22.43,
283.2070156,48.5805222,48304460,18524967+4834498,11014932,,,,,,,,
298.1147862,48.4943834,28361491,19522754+4829398,10990917,,,,,,,,
298.1061315,48.4016448,28361088,19522536+4824041,10990886,,,,,,,34.22,
297.4795142,48.418582,28229515,19495507+4825068,10989274,,,,,,,,
295.6486585,48.4955191,27644083,19423569+4829440,10984090,,,,,,,15.73,
295.1190067,48.4813635,27394293,19402853+4828526,10982872,,,,,,,9.72,
290.9274282,48.4434588,417660580,19234258+4826367,10973814,,,,,,,22.9,
286.3675188,48.4238906,405719448,19052819+4825261,10965588,,,,,,,24.03,
285.6626752,48.4353251,377782430,19023904+4826073,10964440,,,,,,,,
284.9105256,48.4315896,48450382,18593851+4825539,10963242,,,,,,,,
284.7862158,48.4232622,48450369,18590868+4825236,10963065,,,,,,,11.78,
298.5508922,48.3325405,264508613,19541219+4819568,10937029,,,,,,,,
297.2778906,48.3203542,28089143,19490671+4819131,10933561,,,,,,,,
293.8902214,48.3360926,27009720,19353364+4820100,10924562,,,,,,,,
293.0705754,48.387679,26751240,19321694+4823158,10922659,,,,,,,31.5,
290.0258783,48.3359227,267749620,19200622+4820094,10916600,,,,,,,12.3,
285.8993164,48.307285,405685914,19033581+4818262,10909127,,,,,,,23.7,
285.3469737,48.3122283,279917282,19012326+4818441,10908248,,,,,,,,
283.7457695,48.373469,48354224,18545899+4822242,10905911,,,,,,,22.55,
283.6282602,48.3908081,48353358,18543080+4823277,10905746,,,,,,,,
283.255507,48.3552474,48304653,18530131+4821188,10905239,,,,,,,,
298.9591432,48.2578295,416529246,19555019+4815281,10881457,,,,,,,,
298.6624419,48.2488659,264508835,19543896+4814555,10880507,,,,,,,,
297.028162,48.2086019,27988327,19480677+4812309,10875245,,,,,,,22.35,
296.8372475,48.2399695,27916356,19472094+4814238,10874614,,,,,,,,
296.3855467,48.2334177,27905500,19453253+4814004,10873260,,,,,,,,
296.2860853,48.2246328,27772524,19450867+4813288,10872983,,,,,,,,
293.2822344,48.2859173,26817004,19330772+4817092,10864656,,,,,,,,
293.2302333,48.2813901,26815908,19325525+4816529,10864531,,,,,,,21.66,
292.8321598,48.2193376,26750065,19311971+4813096,10863608,,,,,,,,
290.7476903,48.2419838,417659456,19225944+4814312,10858832,,,,,,,18.57,
290.6761874,48.2942362,290035455,19224227+4817394,10858691,,,,,,,25.75,
288.8552821,48.208517,299033074,19152526+4812307,10854768,,,,,,,,
288.7549029,48.226203,299033092,19150117+4813343,10854555,,,,,,,,
288.7499866,48.2771163,299033164,19145999+4816378,10854546,,,,,,,,
282.460502,48.2570293,48188777,18495052+4815256,10843590,,,,,,,30.28,
282.3705675,48.259234,48131702,18492890+4815334,10843431,,,,,,,18.47,
296.8229326,48.1077628,27987264,19471749+4806271,10810838,,,,,,,23.4,
291.9342748,48.141676,26539443,19274421+4808299,10797460,,,,,,,22.58,
290.9739057,48.1782059,417660218,19235374+4810413,10795103,,,,,,,6.79,
290.5523552,48.1262575,290035649,19221257+4807345,10794087,,,,,,,,
290.2015581,48.1857799,406948151,19204838+4811089,10793172,,,,,,,,
288.1624396,48.165153,298892283,19123900+4809545,10788461,,,,,,,16.85,
282.2368006,48.1542016,48131596,18485684+4809154,10777591,,,,,,,,
296.6148615,48.0825642,351188824,19462756+4804575,10744335,,,,,,,,
293.9476365,48.0652589,27010191,19354742+4803549,10736489,,,,,,,2.56,
291.4079141,48.0178915,26416803,19253787+4801044,10730070,,,,,,,33.92,
291.3908469,48.0655392,26416742,19253381+4803561,10730034,,,,,,,25.05,
288.7930651,48.040176,299032847,19151032+4802248,10723750,,,,,,,10.93,
288.6178715,48.0983639,299032517,19142829+4805542,10723367,,,,,,,,
288.2327232,48.0021967,298965827,19125585+4800078,10722485,,,,,,,,
285.4750512,48.0348356,279917005,19015401+4802057,10717220,,1.451,,,,,1.43,
283.7870875,48.0296019,48353902,18550888+4801464,10714072,,,,,,,10.98,
283.5329505,48.0943604,48353636,18540790+4805393,10713616,,,,,,,,
281.3225917,48.0664955,47976987,18451741+4803594,10709622,,,,,,,,
296.1207272,47.9214736,27771842,19442897+4755173,10676824,,,,,,,18.33,
293.6230451,47.9619127,270695341,19342954+4757428,10669994,,,,,,,,
292.24719,47.9695429,424865156,19285935+4758102,10666592,,,,,,,,
290.9792378,47.9889097,417659970,19235503+4759204,10663396,,,,,,,,
286.1255037,47.9475586,158175366,19043013+4756514,10653179,,,,,,,13.52,
297.7865467,47.8861542,28230581,19510878+4753100,10617017,,,,,,,7.39,
297.7001786,47.8637046,273376082,19504805+4751495,10616679,,,,,,,21.81,
297.3288329,47.815459,273047792,19491893+4748556,10615440,,,,,,,,
293.711436,47.8874467,26961214,19345072+4753151,10604592,,,,,,,35.43,
292.3760942,47.8809596,63204017,19293027+4752515,10601284,,,,,,,,
292.2477819,47.8784257,63204022,19285947+4752424,10600955,,,,,,,,
291.971429,47.8640498,63070427,19275314+4751510,10600261,,,,,,,,
291.5544735,47.8144362,159727092,19261307+4748521,10599206,,,,,,,,
289.2172051,47.8841427,158984573,19165219+4753040,10593626,,,,,,,19.25,
289.1826808,47.8733301,158984590,19164383+4752241,10593535,,,,,,,,
285.8884067,47.880364,158108219,19033320+4752493,10587105,,,,,,,,
285.4241593,47.8345586,351908051,19014182+4750046,10586208,,,,,,,,
285.3111845,47.8484775,164999822,19011470+4750549,10586004,,,,,,,,
285.2211238,47.8813037,48505882,19005306+4752529,10585852,,,,,,,,
285.1568015,47.8732512,164834500,19003765+4752239,10585738,,,,,,,,
283.7107463,47.8631748,164557360,18545061+4751477,10583066,,,,,,,,
280.69092,47.8096702,123129877,18424584+4748350,10577994,,,,,,,,
298.6636163,47.7619329,268057162,19543929+4745433,10554999,,,,,,,16.53,
297.9707271,47.7316041,273681580,19515301+4743540,10552611,,,,,,,30.77,
296.9687937,47.7514799,272841734,19475251+4745053,10549023,,,,,,,,
293.1465698,47.7297053,275486985,19323515+4743467,10538176,,,,,,,,
290.5436836,47.7259073,159393734,19221047+4743331,10531955,,,,,,,19.49,
288.868246,47.75947,158839841,19152837+4745339,10528068,,,,,,,,
288.3021104,47.7756227,158662813,19131248+4746319,10526887,,,,,,,,
288.1382985,47.7245642,158662352,19123318+4743280,10526549,,,,,,,,
287.3781164,47.7711541,158489091,19093073+4746162,10525077,,,,,,,,
287.3640804,47.7853043,158489110,19092737+4747067,10525049,,,,,,,30.63,
280.6414331,47.7520581,123129910,18423392+4745069,10513530,,,,,,,,
296.2320536,47.6788626,272279981,19445571+4740442,10482160,,,,,,,,
295.7921797,47.6000699,271877992,19431012+4736003,10480915,,,,,,,,
292.3374945,47.6641732,63204326,19292101+4739511,10471515,,,,,,,11.31,
291.3021458,47.6976573,159726559,19251253+4741519,10468940,,,,,,,,
291.2789549,47.6875766,159726546,19250696+4741155,10468885,,,,,,,,
287.7808115,47.6298453,158561894,19110739+4737476,10460984,,,,,,,15,
284.2572531,47.6889081,164723136,18570173+4741202,10454313,,,,,,,,
283.8852196,47.6371507,164557694,18553242+4738139,10453588,,,,,,,,
299.1275257,47.5938319,268704766,19563060+4735377,10426656,,,,,,,,
296.8136883,47.5265446,272840455,19471528+4731357,10418224,,,,,,,,
292.9552704,47.5730433,240177285,19314926+4734231,10407482,,,,,,,11.45,
291.771603,47.5299192,63069779,19270519+4731476,10404582,,,,,,,,
288.8314251,47.5519753,158840095,19151953+4733071,10397751,,,,,,,25.78,
287.6081777,47.5096893,158489787,19102596+4730348,10395381,,,,,,,,
283.4291536,47.5923973,164525250,18534298+4735330,10387742,,,,,,,,
282.983621,47.5783897,164456041,18515610+4734429,10386984,,,,,,,42.14,
282.9455384,47.5749181,164456037,18514696+4734295,10386922,,,,,,,,
281.6629579,47.5685927,123358827,18463911+4734069,10384798,,,,,,,,
299.5833362,47.4481244,269029175,19582001+4726531,10363115,,,,,,,,
298.8988313,47.4630696,268382450,19553570+4727471,10360722,,,,,,,,
298.348382,47.4913021,273875635,19532359+4729284,10358759,,,,,,,,
297.0148111,47.486417,272842268,19480356+4729111,10354039,,,,,,,,
296.1313474,47.4388098,272080244,19443153+4726197,10351231,,,,,,,,
292.1939846,47.4570808,63203294,19284655+4727255,10340423,,,,,,,40.42,
291.0628615,47.484789,159642390,19241510+4729052,10337517,,,,,,,23.79,
290.957913,47.4062673,159642269,19234989+4724226,10337258,,,,,,,6.87,
288.7507112,47.4909206,158839043,19150017+4729273,10332213,,,,,,,,
287.2977834,47.455488,158412890,19091144+4727195,10329469,,,,,,,,
287.1349405,47.4886251,158394902,19083237+4729190,10329196,,,,,,,,
281.1947316,47.4972606,123309556,18444674+4729496,10318874,,,,,,,,
297.6509281,47.3962246,273377282,19503622+4723466,10290666,,,,,,,,
296.1834239,47.3587776,272279290,19444402+4721315,10285631,,,,,,,18.5,
291.1973006,47.3077545,159643991,19244735+4718280,10272442,,,,,,,,
288.6706571,47.3991249,158838923,19144096+4723569,10266615,,,,,,,23.87,
288.3278778,47.381538,158731243,19131869+4722537,10265898,,,,,,,33.29,
287.708814,47.33305,158561566,19105011+4719589,10264660,,,,,,,,
281.5699998,47.3986233,123358019,18461678+4723553,10253547,,,,,,,,
298.3183909,47.2794824,273876171,19531640+4716461,10227020,,,,,,,,
296.5875182,47.207129,272597196,19462101+4712257,10220837,,,,,,,26.46,
294.3262617,47.2175461,270959184,19371832+4713034,10214162,,,,,,,,
294.2413053,47.2759642,270959279,19365791+4716335,10213902,,,,,,,,
293.7258092,47.2469219,270696519,19345420+4714493,10212441,,,,,,,,
290.0432936,47.2578857,159226202,19201039+4715287,10203349,,,,,,,,
297.7232008,47.1126833,273378026,19505355+4706455,10158729,,,,,,,,
297.3931183,47.1645814,273129679,19493436+4709526,10157458,,,,,,,,
296.8086813,47.1718557,272839596,19471407+4710190,10155434,,,,,,,22.56,
296.4960493,47.1827848,272597130,19455907+4710583,10154388,,,,,,,20.73,
292.1445534,47.1573604,63130782,19283467+4709264,10141900,,,,,,,,
290.0605123,47.1639533,159226052,19201451+4709502,10136549,,,,,,,,
288.4796333,47.1017438,158730884,19135511+4706063,10132832,,,,,,,,
283.3360156,47.1744499,164524311,18532065+4710283,10122538,,,,,,,24.2,
283.1846044,47.1557114,164456891,18524430+4709204,10122255,,,,,,,,
299.6758812,47.0758234,269030207,19584220+4704330,10098844,,,,,,,,
298.493273,47.0130566,274198958,19535839+4700469,10094670,,,,,,,13.28,
297.1242915,47.0369876,272843289,19482983+4702132,10089911,,,,,,,,
293.8656181,47.0268148,270790652,19352774+4701365,10080248,,,,,,,,
291.5344017,47.0424958,159728250,19260825+4702330,10074466,,,,,,,,
289.9564415,47.0203466,159225841,19194956+4701134,10070468,,,,,,,,
289.1346298,47.063018,158985675,19163231+4703467,10068659,,,,,,,,
286.6854729,47.0981948,158322296,19064452+4705535,10063802,,,,,,,,
286.3869335,47.0165188,158270841,19053286+4700598,10063208,,,,,,,,
283.4357392,47.0667983,164525743,18534458+4704006,10057494,,,,,,,3.65,
282.0612731,47.0854984,351898154,18481470+4705077,10055126,,,,,,,,
297.9168433,46.9651146,273592336,19514005+4657544,10028792,,,,,,,,
297.5098911,46.9614121,273373488,19500236+4657405,10027323,,,,,,,,
297.2709026,46.9284743,273045068,19490501+4655423,10026502,,,,,,,,
296.7558056,46.9982799,272601000,19470138+4659538,10024701,,,,,,,10.16,
296.552761,46.9661945,272596598,19461273+4657586,10024051,,,,,,,,
295.2978883,46.9204303,271548206,19411149+4655136,10020423,,,,,,,,
295.025662,46.9559536,271424111,19400616+4657216,10019708,,,,,,,,
295.0027458,46.9873389,271355638,19400067+4659143,10019643,,,,,,,27.24,
294.4783627,46.9458638,271040328,19375480+4656451,10018233,,,,,,,,
293.6441248,46.9896696,270619473,19343460+4659231,10015937,,,,,,,,
291.282031,46.9659514,159725400,19250769+4657575,10010440,,,,,,,,
289.7317067,46.953875,159172027,19185560+4657137,10006581,,,,,,,,
289.3414629,46.988155,159051209,19172193+4659176,10005758,,,,,,,,
288.839278,46.9867472,158840828,19152144+4659122,10004738,,,,,,,25.58,
288.7340513,46.939363,158838278,19145618+4656218,10004519,,,,,,,,
287.0862799,46.9457998,158394286,19082071+4656449,10001368,,,,,,,23.51,
286.8194349,46.9117837,158322085,19071664+4654420,10000941,,,,,,,13.06,
283.7977792,46.9310139,164558338,18551147+4655516,9995771,,,,,,,,
281.6940529,46.946521,123359347,18464655+4656472,9992325,,,,,,,,
299.5259832,46.8992561,268935452,19580623+4653573,9973109,,,,,,,,
297.9381813,46.8813194,273591945,19514517+4652530,9967771,,,,,,,25.13,
297.2590664,46.843165,273044848,19490218+4650354,9965439,,,,,,,,
297.0683931,46.8342497,272843763,19481641+4650034,9964801,,,,,,,,
296.2776587,46.8998006,272278272,19450665+4653594,9962455,,,,,,,,
294.4627362,46.8214022,271040560,19375104+4649172,9957627,,,,,,,18.59,
293.8813592,46.8388172,270790313,19353153+4650199,9956082,,,,,,,,
293.6792058,46.8527337,270619260,19344300+4651099,9955598,,,,,,,34.81,
289.1426847,46.8129656,158986028,19163424+4648464,9945370,,,,,,,,
287.1010275,46.8964033,158394235,19082426+4653473,9941859,,,,,,,,
286.9713876,46.8682463,158324245,19075308+4652061,9941662,,,,,,,,
297.711553,46.7679816,273378908,19505077+4646048,9907129,,,,,,,,
296.8034146,46.7411011,272601590,19471282+4644281,9904006,,,,,,,10.11,
294.866924,46.7904816,271355270,19392805+4647260,9898447,,,,,,,8.37,
294.6969361,46.7202043,271253848,19384726+4643127,9898017,,,,,,,,
294.4556567,46.7435353,271040678,19374937+4644370,9897364,,,,,,,,
294.1688142,46.7146161,270854155,19364051+4642525,9896558,,,,,,,,
293.5777958,46.7362953,270619059,19341866+4644108,9895006,,,,,,,,
292.8698348,46.7418679,63453366,19312876+4644306,9893318,,,,,,,,
292.6780488,46.7266813,63293562,19304273+4643361,9892816,,,,,,,7.25,
290.0511468,46.7134077,159225367,19201226+4642481,9886661,,,,,,,16.79,
289.9214256,46.7445267,159174926,19194115+4644404,9886361,,,,,,,20.8,
289.8696232,46.7296855,159174942,19192871+4643469,9886255,,,,,,,,
289.4240357,46.7260823,159050852,19174175+4643342,9885417,,,,,,,19.39,
288.469107,46.7836464,158730471,19135258+4647012,9883606,,,,,,,14.08,
287.3694056,46.7681473,158487888,19092867+4646055,9881662,,,,,,,24.01,
286.483626,46.7526182,158270568,19055607+4645094,9880190,,,,,,,,
282.2130447,46.7177898,123445166,18485110+4643041,9873254,,,,,,,,
281.8973341,46.7227061,123413463,18473534+4643214,9872831,,,,,,,,
298.9503634,46.6928437,268387099,19554807+4641340,9851662,,,,,,,,
297.3750954,46.6622201,273131021,19493002+4639439,9845898,,,,,,,,
294.8309749,46.6595768,271253957,19391944+4639345,9838468,,,,,,,26.33,
294.5335974,46.6182365,271165854,19380805+4637057,9837685,,,,,,,25.36,
294.528597,46.6408737,271165895,19380686+4638274,9837661,,,,,,,43.02,
294.496955,46.6896733,271040768,19375927+4641231,9837578,,,,,,,,
294.2772343,46.6752351,270958237,19370654+4640310,9836959,,,,,,,,
293.9815378,46.687728,270790035,19355557+4641158,9836149,,,,,,,10.25,
292.3074315,46.626579,63205796,19291378+4637359,9832208,,,,,,,31.27,
290.5861316,46.6427486,159395366,19222066+4638336,9828127,,,,,,,,
290.1761688,46.6983036,159301148,19204228+4641540,9827149,,,,,,,,
289.4317294,46.6174978,159050690,19174360+4637031,9825625,,,,,,,,
289.1954229,46.6516055,158986227,19164690+4639061,9825174,,,,,,,,
288.9925529,46.6706513,158936201,19155822+4640147,9824805,,,,,,,,
288.250611,46.6794847,158664221,19130013+4640465,9823519,,,,,,,19.25,
288.236664,46.6058744,158664331,19125680+4636213,9823487,,,,,,,21.07,
288.2119707,46.6150461,158664318,19125086+4636540,9823457,,,,,,,,
287.0394932,46.6401677,158393923,19080948+4638244,9821454,,,,,,,,
286.4822566,46.692456,158270511,19055574+4641328,9820483,,,,,,,,
282.3635315,46.6752384,123447451,18492724+4640308,9813499,,,,,,,,
297.4808253,46.5891373,273372570,19495542+4635209,9785921,,,,,,,8.14,
290.067994,46.5791535,159225155,19201631+4634449,9766437,,,,,,,,
289.8591023,46.5227429,159175206,19192619+4631216,9765975,,,,,,,,
288.5616269,46.5361247,158786851,19141476+4632097,9763612,,,,,,,11.21,
288.4176803,46.5904531,158730203,19134024+4635255,9763348,,,,,,,,
287.5696516,46.5679011,158490928,19101671+4634042,9761882,,,,,,,,
287.4029864,46.5740084,158487658,19093670+4634263,9761615,,,,,,,,
282.3012505,46.5161814,123447592,18491229+4630583,9753154,,,,,,,3.2,
294.9489697,46.4388673,271354634,19394766+4626191,9718066,,,,,,,37.19,
294.9115874,46.4914718,271354748,19393877+4629292,9717943,,,,,,,12.52,
294.3416065,46.4987624,270957896,19372199+4629555,9716391,,,,,,,17.26,
294.0575681,46.4409844,270854684,19361383+4626277,9715631,,,,,,,,
293.6193001,46.4134015,270618467,19342862+4624480,9714550,,,,,,,,
287.9680995,46.4705959,158625687,19115235+4628142,9702006,,,,,,,17.84,
287.9371747,46.4184781,158625761,19114493+4625065,9701962,,,,,,,,
284.5936858,46.4497364,164781116,18582249+4626591,9696358,,,,,,,17.11,
297.3394624,46.3472165,273131845,19492146+4620501,9664142,,,,,,,,
297.0454037,46.3286653,272844987,19481090+4619433,9663113,,,,,,,,
294.6481708,46.3923173,271165395,19383555+4623325,9656252,,,,,,,17.82,
294.0054181,46.3106625,270789362,19360129+4618383,9654468,,,,,,,21.36,
293.6688776,46.3792321,270618386,19344052+4622453,9653622,,,,,,,,
292.672471,46.3772776,63362217,19304141+4622387,9651234,,,,,,,,
292.4996101,46.3243406,63289452,19295991+4619278,9650808,,,,,,,,
292.0443891,46.3289723,63072565,19281065+4619444,9649706,,,,,,,,
289.6038379,46.3149097,159054620,19182492+4618538,9643874,,,,,,,,
288.7669819,46.3944497,158837572,19150407+4623399,9642292,,,,,,,,
288.2805801,46.3408747,158664692,19130732+4620272,9641481,,,,,,,,
285.0570943,46.3206074,164836049,19001370+4619144,9636135,,,,,,,,
282.6296334,46.3232807,123495874,18503111+4619240,9631995,,,,,,,,
298.3848866,46.2759867,274017990,19533235+4616337,9607164,,,,,,,,
297.9516071,46.2647024,273685548,19514837+4615529,9605514,,,,,,,5.48,
297.1487941,46.2969247,273043474,19483571+4617490,9602613,,,,,,,,
295.4128785,46.2665801,271662623,19413907+4615592,9597345,,,,,,,,
293.7164655,46.2266878,270698316,19345194+4613358,9592705,,,,,,,13.57,
293.0377331,46.2775223,240178935,19320905+4616390,9590976,,,,,,,,
292.3539624,46.2262465,63206411,19292494+4613346,9589323,,,,,,,,
290.1196007,46.2737393,159301821,19202871+4616257,9583881,,,,,,,,
287.8872376,46.2761224,158625964,19113295+4616344,9579641,,,,,,,16.34,
282.7868415,46.2449846,164407908,18510883+4614419,9570741,,,,,,,26.12,
