file,ticid,sector,cadence,best_period_days,max_power,amplitude_percent,peak1_period,peak2_period,peak3_period,peak4_period,peak5_period,peak1_power,peak2_power,peak3_power,peak4_power,peak5_power,power_pass,ref_period,period_agree,power_and_agree,double_dipper,true_period_d
tess2021175071901-s0040-0000000159050852-0211-s_lc.fits,159050852,40,slow,10.0356475,0.081023741,0.81644356,10.0356475,4.692223018,6.117187875,3.911272347,2.167586724,0.081023741,0.069160973,0.023898599,0.012979575,0.007572294,TRUE,9.763080167,TRUE,TRUE,FALSE,10.0356475
tess2021175071901-s0040-0000000159174926-0211-s_lc.fits,159174926,40,slow,10.8041711,0.192014867,2.80745625,10.8041711,7.032027394,4.540761387,5.62839519,3.434591264,0.192014867,0.085397719,0.057186372,0.022956835,0.019198445,TRUE,10.8041711,TRUE,TRUE,FALSE,10.8041711
tess2021175071901-s0040-0000000159725995-0211-s_lc.fits,159725995,40,slow,4.141015752,0.056092137,11.8710053,4.141015752,7.401640955,11.7013137,3.434875931,2.13477346,0.056092137,0.011162413,0.010120023,0.009322461,0.005572352,TRUE,4.141015752,TRUE,TRUE,FALSE,4.141015752
tess2021175071901-s0040-0000000160045097-0211-s_lc.fits,160045097,40,slow,5.862727288,0.327390109,0.69989562,5.862727288,11.70117619,4.399327471,2.761964393,3.275222612,0.327390109,0.089314261,0.039576699,0.005844808,0.004793463,TRUE,5.862727288,TRUE,TRUE,FALSE,5.862727288
tess2021175071901-s0040-0000000188768068-0211-a_fast-lc.fits,188768068,40,fast,8.785254195,0.073279512,0.08714795,8.785254195,6.394741025,4.853855323,2.874721402,2.042075771,0.073279512,0.052118772,0.016408781,0.012271056,0.007082861,TRUE,9.098309894,TRUE,TRUE,FALSE,8.785254195
tess2021175071901-s0040-0000000219852882-0211-a_fast-lc.fits,219852882,40,fast,10.8048498,0.294931274,1.44288778,10.8048498,5.412868295,7.032650351,4.399550129,1.957063921,0.294931274,0.050718981,0.049088535,0.01477991,0.00705851,TRUE,10.90218623,TRUE,TRUE,FALSE,10.8048498
tess2021175071901-s0040-0000000219852882-0211-s_lc.fits,219852882,40,slow,10.80456437,0.435273329,0.75956106,10.80456437,5.412641458,7.032388359,2.309568603,3.129838002,0.435273329,0.105357369,0.104532851,0.013551659,0.013230766,TRUE,10.90218623,TRUE,TRUE,FALSE,10.80456437
tess2021175071901-s0040-0000000267572272-0211-s_lc.fits,267572272,40,slow,0.217577292,0.616280807,2.93985248,0.217577292,0.108876854,8.785080777,5.862814505,1.409304406,0.616280807,0.017913591,0.008227041,0.007923733,0.004441408,TRUE,0.217795917,TRUE,TRUE,FALSE,0.217577292
tess2021175071901-s0040-0000000270701667-0211-s_lc.fits,270701667,40,slow,6.117209073,0.254916593,0.57181537,6.117209073,4.541122661,9.368855693,3.434884083,2.762038639,0.254916593,0.049174233,0.041341288,0.016521923,0.0096597,TRUE,6.141398061,TRUE,TRUE,FALSE,6.117209073
tess2021175071901-s0040-0000000270779644-0211-s_lc.fits,270779644,40,slow,6.117209197,0.067919395,0.6411469,6.117209197,8.785130883,3.705702035,3.129900816,4.692241052,0.067919395,0.015336579,0.014232871,0.012243798,0.003695349,TRUE,6.444564696,TRUE,TRUE,FALSE,6.117209197
tess2021175071901-s0040-0000000279917005-0211-s_lc.fits,279917005,40,slow,1.438052113,0.078180233,3.00034165,1.438052113,0.719209634,1.236308818,3.520621633,6.698371665,0.078180233,0.010450859,0.004299048,0.003379176,0.003303395,TRUE,1.444859982,TRUE,TRUE,FALSE,1.438052113
tess2021175071901-s0040-0000000299089652-0211-s_lc.fits,299089652,40,slow,20,0.289865876,1.73107862,10.03564556,5.628789732,7.032472183,2.561333974,3.129886536,0.210391202,0.055596946,0.040046141,0.02400962,0.021775858,TRUE,10.03564556,TRUE,TRUE,FALSE,10.03564556
tess2021175071901-s0040-0000000299158887-0211-s_lc.fits,299158887,40,slow,5.862835557,0.314179439,0.79027832,5.862835557,9.368830482,2.608722854,4.399417125,2.309606806,0.314179439,0.144739718,0.107982826,0.055613568,0.048240639,TRUE,5.43247272,TRUE,TRUE,FALSE,5.862835557
tess2021175071901-s0040-0000000350810590-0211-s_lc.fits,350810590,40,slow,4.541112574,0.050946943,0.99345744,4.541112574,15.58015932,10.03565809,3.520640386,5.628799868,0.050946943,0.050190593,0.047146168,0.044408613,0.035678019,TRUE,4.541112574,TRUE,TRUE,FALSE,4.541112574
tess2021175071901-s0040-0000000352013543-0211-s_lc.fits,352013543,40,slow,5.862816799,0.069751984,11.22781336,5.862816799,4.541089004,3.353171845,3.805691019,8.269830929,0.069751984,0.007385258,0.006615828,0.005653015,0.004550725,TRUE,5.754391209,TRUE,TRUE,FALSE,5.862816799
tess2021175071901-s0040-0000000356867115-0211-s_lc.fits,356867115,40,slow,5.862807068,0.328063755,0.54998517,5.862807068,3.911250496,11.70126966,4.541080762,3.275275339,0.328063755,0.09144435,0.063122557,0.052742276,0.045849981,TRUE,6.159804206,TRUE,TRUE,FALSE,5.862807068
tess2021175071901-s0040-0000000358516596-0211-s_lc.fits,358516596,40,slow,0.196913724,0.627664543,0.70211291,0.196913724,0.0984603,12.76018339,0.166460153,0.144312034,0.627664543,0.013574281,0.002893305,0.002717967,0.002342622,TRUE,0.196913724,TRUE,TRUE,FALSE,0.196913724
tess2021175071901-s0040-0000000399954349-0211-a_fast-lc.fits,399954349,40,fast,5.212830198,0.096015053,1.82653785,5.212830198,9.369107864,4.141191432,3.130034424,1.930302852,0.096015053,0.066075238,0.043889351,0.018054414,0.015313622,TRUE,5.283960408,TRUE,TRUE,TRUE,9.369107864
tess2021175071901-s0040-0000000399954349-0211-s_lc.fits,399954349,40,slow,5.412708338,0.200398615,0.96431971,5.412708338,4.141002759,2.99683797,3.520628931,7.401622507,0.200398615,0.121303618,0.073938801,0.023753906,0.023025704,TRUE,5.283960408,TRUE,TRUE,FALSE,5.412708338
tess2021175071901-s0040-0000000406950324-0211-s_lc.fits,406950324,40,slow,10.03565268,0.2146797,1.12449586,10.03565268,15.58015559,4.541108775,3.061923215,6.394614798,0.2146797,0.093578746,0.069577291,0.032104982,0.017249376,TRUE,10.03565268,TRUE,TRUE,FALSE,10.03565268
tess2021204101404-s0041-0000000027186509-0212-s_lc.fits,27186509,41,slow,5.393897892,0.10649957,0.97788751,5.393897892,9.076435023,3.27069392,2.574090615,2.156538927,0.10649957,0.015150623,0.005505566,0.002728039,0.002421858,TRUE,5.708633337,TRUE,TRUE,FALSE,5.393897892
tess2021204101404-s0041-0000000027769688-0212-s_lc.fits,27769688,41,slow,6.766590787,0.13224672,0.72645545,6.766590787,12.48631747,4.640755567,3.531330352,1.002243602,0.13224672,0.099949521,0.093364811,0.015767034,0.011687102,TRUE,6.457685368,TRUE,TRUE,TRUE,12.48631747
tess2021204101404-s0041-0000000028357724-0212-s_lc.fits,28357724,41,slow,0.186550975,0.747207798,3.73431981,0.186550975,0.093252408,0.168147096,12.48632415,0.209478634,0.747207798,0.007966085,0.001468454,0.001313354,0.001181156,TRUE,0.186402136,TRUE,TRUE,FALSE,0.186550975
tess2021204101404-s0041-0000000063213622-0212-s_lc.fits,63213622,41,slow,5.870208394,0.40281231,0.93674362,5.870208394,3.192141189,9.076399084,4.337876219,2.056449856,0.40281231,0.109312355,0.101838119,0.065534672,0.024164726,TRUE,6.232548992,TRUE,TRUE,FALSE,5.870208394
tess2021204101404-s0041-0000000120043638-0212-s_lc.fits,120043638,41,slow,1.347655129,0.050644425,3.02565098,1.347655129,2.677744541,0.676044956,0.900405607,0.451191555,0.050644425,0.025655044,0.022563323,0.016749453,0.013154894,TRUE,1.347655129,TRUE,TRUE,TRUE,2.677744541
tess2021204101404-s0041-0000000120105003-0212-s_lc.fits,120105003,41,slow,6.141342414,0.275380142,2.07913935,6.141342414,9.076349565,3.439903713,4.640688964,2.912393392,0.275380142,0.08897832,0.075971566,0.061245099,0.03661868,TRUE,6.159837207,TRUE,TRUE,FALSE,6.141342414
tess2021204101404-s0041-0000000120105470-0212-s_lc.fits,120105470,41,slow,2.574052626,0.75626702,4.22287464,2.574052626,3.045845974,3.951078264,2.266818984,4.484159147,0.75626702,0.059779893,0.041435853,0.040377383,0.032924292,TRUE,2.574052626,TRUE,TRUE,FALSE,2.574052626
tess2021204101404-s0041-0000000121603794-0212-s_lc.fits,121603794,41,slow,5.621942996,0.116139193,0.95852196,5.621942996,9.076369553,4.200786558,2.306148925,1.90880619,0.116139193,0.025864215,0.017809789,0.010804688,0.005135578,TRUE,5.621942996,TRUE,TRUE,FALSE,5.621942996
tess2021204101404-s0041-0000000122450696-0212-s_lc.fits,122450696,41,slow,4.640706802,0.661746824,2.43465424,4.640706802,3.729415263,2.346861712,2.849971041,6.766529525,0.661746824,0.091456023,0.080001731,0.043185304,0.037882437,TRUE,4.692225669,TRUE,TRUE,FALSE,4.640706802
tess2021204101404-s0041-0000000138433618-0212-s_lc.fits,138433618,41,slow,5.870210915,0.096295072,2.04849958,5.870210915,4.484194966,12.48627952,2.849984706,2.306162319,0.096295072,0.043991951,0.023057145,0.013876377,0.009522544,TRUE,6.146974042,TRUE,TRUE,FALSE,5.870210915
tess2021204101404-s0041-0000000138477646-0212-s_lc.fits,138477646,41,slow,9.741472954,0.050079109,1.30263388,9.741472954,5.870207594,3.951108371,2.912417768,2.574073923,0.050079109,0.026015006,0.018647179,0.010387453,0.004493591,TRUE,9.848097605,TRUE,TRUE,FALSE,9.741472954
tess2021204101404-s0041-0000000138960099-0212-s_lc.fits,138960099,41,slow,0.319080269,0.077540982,1.00376606,0.319080269,0.15928155,0.637170795,0.22096654,2.346875238,0.077540982,0.002104998,0.002060442,0.001749923,0.000918308,TRUE,0.319080269,TRUE,TRUE,FALSE,0.319080269
tess2021204101404-s0041-0000000139106731-0212-s_lc.fits,139106731,41,slow,4.07213809,0.065600614,0.67420602,4.07213809,5.621972823,7.98596338,0.496713157,2.732817075,0.065600614,0.045176142,0.043812115,0.043337625,0.027133393,TRUE,3.903664937,TRUE,TRUE,FALSE,4.07213809
tess2021204101404-s0041-0000000142276270-0212-a_fast-lc.fits,142276270,41,fast,9.076809513,0.695978452,1.62362099,9.076809513,4.201081075,6.141737253,3.117509068,2.790367698,0.695978452,0.276457416,0.022072429,0.019552477,0.014660433,TRUE,8.974004573,TRUE,TRUE,FALSE,9.076809513
tess2021204101404-s0041-0000000158213683-0212-s_lc.fits,158213683,41,slow,0.573903269,0.318277892,5.77211857,0.573903269,0.287353024,0.191658047,0.143621744,0.513993898,0.318277892,0.079361674,0.041259656,0.01315567,0.003218379,TRUE,0.573903269,TRUE,TRUE,FALSE,0.573903269
tess2021204101404-s0041-0000000158320130-0212-s_lc.fits,158320130,41,slow,3.439921296,0.629307037,7.10765421,3.439921296,4.337863258,2.849973896,6.438812445,0.994732601,0.629307037,0.071276657,0.056160825,0.033265836,0.0205658,TRUE,3.443656679,TRUE,TRUE,FALSE,3.439921296
tess2021204101404-s0041-0000000158389981-0212-s_lc.fits,158389981,41,slow,0.196473259,0.560782143,4.33690071,0.196473259,0.098211023,0.065468327,0.393733725,0.178531632,0.560782143,0.033838557,0.005539059,0.003400301,0.001130106,TRUE,0.196311776,TRUE,TRUE,FALSE,0.196473259
tess2021204101404-s0041-0000000158786851-0212-s_lc.fits,158786851,41,slow,5.621963721,0.10161637,1.26844287,5.621963721,8.49632908,4.337873403,2.849981194,3.270671818,0.10161637,0.028624195,0.008689961,0.002574741,0.001715857,TRUE,5.621963721,TRUE,TRUE,FALSE,5.621963721
tess2021204101404-s0041-0000000160045097-0212-s_lc.fits,160045097,41,slow,5.393896133,0.09980883,0.58269143,5.393896133,4.200828903,12.48630858,3.531324839,2.677784809,0.09980883,0.055306385,0.034335307,0.017372407,0.00929109,TRUE,5.862727288,TRUE,TRUE,FALSE,5.393896133
tess2021204101404-s0041-0000000202426247-0212-s_lc.fits,202426247,41,slow,4.484155081,0.942177377,1.7305392,4.484155081,5.870163366,3.627632331,2.266816634,11.41418099,0.942177377,0.066742544,0.031505494,0.02219141,0.022033479,TRUE,4.484155081,TRUE,TRUE,FALSE,4.484155081
tess2021204101404-s0041-0000000230741378-0212-s_lc.fits,230741378,41,slow,0.084482962,0.062718484,5.01827955,0.084482962,1.130041786,0.102610012,1.320913341,0.162199502,0.062718484,0.02436264,0.013182689,0.002546142,0.002492289,TRUE,0.084482962,TRUE,TRUE,FALSE,0.084482962
tess2021204101404-s0041-0000000267572272-0212-s_lc.fits,267572272,41,slow,0.217709306,0.555337933,2.45835185,0.217709306,7.985952213,0.108912367,13.78056507,5.621963414,0.555337933,0.014423192,0.012670351,0.00938872,0.008660833,TRUE,0.217795917,TRUE,TRUE,FALSE,0.217709306
tess2021204101404-s0041-0000000270701667-0212-s_lc.fits,270701667,41,slow,6.141398061,0.320054216,0.63805819,6.141398061,9.741489344,4.484203592,2.91242593,3.353177188,0.320054216,0.141692616,0.034710764,0.017514617,0.014571076,TRUE,6.141398061,TRUE,TRUE,FALSE,6.141398061
tess2021204101404-s0041-0000000270779644-0212-s_lc.fits,270779644,41,slow,6.141390411,0.066894642,0.64395308,6.141390411,9.741480362,4.64072916,2.266841049,3.117294596,0.066894642,0.022820709,0.019938129,0.012326596,0.008084789,TRUE,6.444564696,TRUE,TRUE,FALSE,6.141390411
tess2021204101404-s0041-0000000279917005-0212-s_lc.fits,279917005,41,slow,1.450599574,0.079874618,2.82745957,1.450599574,0.719985818,1.780956288,1.12049318,3.837062386,0.079874618,0.012629424,0.001797498,0.001654244,0.001596996,TRUE,1.444859982,TRUE,TRUE,FALSE,1.450599574
tess2021204101404-s0041-0000000288631580-0212-s_lc.fits,288631580,41,slow,7.129539853,0.217607867,0.76196611,7.129539853,4.808671699,2.732873086,3.729506726,1.781001407,0.217607867,0.21117528,0.110452357,0.105151454,0.065206636,TRUE,7.243053476,TRUE,TRUE,FALSE,7.129539853
tess2021204101404-s0041-0000000299158887-0212-s_lc.fits,299158887,41,slow,5.393878145,0.623087517,0.97357094,5.393878145,7.985967284,4.072140729,2.677774218,3.045876765,0.623087517,0.054810193,0.049017639,0.03388895,0.031478165,TRUE,5.43247272,TRUE,TRUE,FALSE,5.393878145
tess2021204101404-s0041-0000000352013543-0212-s_lc.fits,352013543,41,slow,5.870188982,0.186077673,12.32169151,5.870188982,8.496310257,4.337860319,3.353155508,2.912406601,0.186077673,0.046944198,0.013055904,0.007355034,0.003779923,TRUE,5.754391209,TRUE,TRUE,FALSE,5.870188982
tess2021204101404-s0041-0000000356867115-0212-s_lc.fits,356867115,41,slow,5.870264736,0.241430014,0.5709517,5.870264736,4.337922369,11.41430076,2.912452052,2.306188796,0.241430014,0.167586437,0.155992468,0.0212965,0.012100806,TRUE,6.159804206,TRUE,TRUE,FALSE,5.870264736
tess2021204101404-s0041-0000000399954349-0212-a_fast-lc.fits,399954349,41,fast,5.183895783,0.116522857,1.79680943,5.183895783,9.741912194,4.07241794,2.574271085,1.690516577,0.116522857,0.071432544,0.017354772,0.010058838,0.006070448,TRUE,5.283960408,TRUE,TRUE,TRUE,9.741912194
tess2021232031932-s0042-0000000301235044-0213-s_lc.fits,301235044,42,slow,6.921331162,0.348876511,0.46154737,6.921331162,4.887464365,11.85442537,2.718874011,3.250181549,0.348876511,0.213275786,0.157490037,0.062157581,0.05657182,TRUE,7.084523416,TRUE,TRUE,FALSE,6.921331162
tess2021258175143-s0043-0000000015756231-0214-a_fast-lc.fits,15756231,43,fast,2.966369746,0.463354798,1.92837358,2.966369746,1.449589497,3.575388143,2.534630208,2.062833099,0.463354798,0.243117953,0.166337384,0.067177364,0.036928782,TRUE,2.898346831,TRUE,TRUE,FALSE,2.966369746
tess2021258175143-s0043-0000000015756231-0214-s_lc.fits,15756231,43,slow,2.898346831,0.539913396,2.03141093,2.898346831,1.450917103,3.57828711,2.485150601,2.064659833,0.539913396,0.282391845,0.121729875,0.047575324,0.038936105,TRUE,2.898346831,TRUE,TRUE,FALSE,2.898346831
tess2021258175143-s0043-0000000026078330-0214-s_lc.fits,26078330,43,slow,10.05848046,0.305948558,1.22461259,10.05848046,6.049238764,4.485007162,3.461926058,2.885906497,0.305948558,0.25986233,0.105603689,0.081024208,0.053603872,TRUE,10.05848046,TRUE,TRUE,FALSE,10.05848046
tess2021258175143-s0043-0000000056399553-0214-s_lc.fits,56399553,43,slow,5.506348772,0.237732809,0.94681263,5.506348772,10.06510055,3.78983272,2.889177806,1.518165926,0.237732809,0.188903253,0.023630902,0.013729444,0.003593256,TRUE,5.506348772,TRUE,TRUE,TRUE,10.06510055
tess2021258175143-s0043-0000000056658270-0214-s_lc.fits,56658270,43,slow,10.05939033,0.535196652,3.75336289,10.05939033,5.762891332,1.837910852,0.773111186,1.093292802,0.535196652,0.197640659,0.018268048,0.011110932,0.007480732,TRUE,10.05939033,TRUE,TRUE,FALSE,10.05939033
tess2021258175143-s0043-0000000056658273-0214-s_lc.fits,56658273,43,slow,10.05939033,0.539260816,50.39325893,10.05939033,5.762891331,1.837910852,0.773111186,1.093292802,0.539260816,0.189421682,0.018306399,0.011047757,0.007719121,TRUE,10.05939033,TRUE,TRUE,FALSE,10.05939033
tess2021258175143-s0043-0000000367366318-0214-s_lc.fits,367366318,43,slow,1.365444311,0.157294395,0.12611985,1.365444311,1.687474965,4.491436953,1.240150962,0.6203342,0.157294395,0.020538073,0.013823731,0.011429281,0.011117311,TRUE,1.365444311,TRUE,TRUE,FALSE,1.365444311
tess2021258175143-s0043-0000000456945304-0214-s_lc.fits,456945304,43,slow,6.359790673,0.355142502,0.80137491,6.359790673,4.651566218,12.04873415,3.666699551,3.270955156,0.355142502,0.292267433,0.243652289,0.020362676,0.02006994,TRUE,6.628864161,TRUE,TRUE,FALSE,6.359790673
tess2021284114741-s0044-0000000005882269-0215-s_lc.fits,5882269,44,slow,4.321152861,0.116021212,1.00327075,4.321152861,2.95314289,6.713382285,10.05246316,3.458482191,0.116021212,0.026146442,0.025203326,0.019437096,0.013285808,TRUE,4.40958795,TRUE,TRUE,FALSE,4.321152861
tess2021284114741-s0044-0000000015756231-0215-a_fast-lc.fits,15756231,44,fast,2.953327382,0.497561202,2.39236951,2.953327382,1.442651208,3.560227751,5.039727155,2.088647081,0.497561202,0.156119023,0.112279738,0.045900443,0.023663604,TRUE,2.898346831,TRUE,TRUE,FALSE,2.953327382
tess2021284114741-s0044-0000000015756231-0215-s_lc.fits,15756231,44,slow,2.952942976,0.523856936,2.23243833,2.952942976,1.442446793,3.559780847,2.088361434,4.652458531,0.523856936,0.183719496,0.107256584,0.043168515,0.033980339,TRUE,2.898346831,TRUE,TRUE,FALSE,2.952942976
tess2021284114741-s0044-0000000018310799-0215-a_fast-lc.fits,18310799,44,fast,6.663112483,0.129478269,0.76366425,6.663112483,3.331112265,14.99700016,4.135306867,2.855184728,0.129478269,0.039528929,0.032992114,0.023680614,0.019769007,TRUE,6.312292084,TRUE,TRUE,FALSE,6.663112483
tess2021284114741-s0044-0000000018310799-0215-s_lc.fits,18310799,44,slow,6.312292084,0.277011337,0.40246069,6.312292084,4.441646966,10.90507695,3.24104431,1.620415834,0.277011337,0.15087976,0.057960946,0.027502002,0.012728129,TRUE,6.312292084,TRUE,TRUE,FALSE,6.312292084
tess2021284114741-s0044-0000000056399553-0215-s_lc.fits,56399553,44,slow,6.044080474,0.125600141,0.91767013,6.044080474,9.282847179,4.033620409,2.953094394,3.36252794,0.125600141,0.123897659,0.082829453,0.074032817,0.015281001,TRUE,5.506348772,TRUE,TRUE,FALSE,6.044080474
tess2021284114741-s0044-0000000056658270-0215-s_lc.fits,56658270,44,slow,10.94452679,0.511843507,4.48733866,10.94452679,6.030066932,3.771829529,4.469204677,2.80790784,0.511843507,0.317688791,0.043292867,0.01471057,0.01223391,TRUE,10.05939033,TRUE,TRUE,FALSE,10.94452679
tess2021284114741-s0044-0000000056658273-0215-s_lc.fits,56658273,44,slow,10.94452679,0.511827245,58.66908848,10.94452679,6.030066929,3.771829527,4.469204674,2.807907839,0.511827245,0.317675251,0.043292536,0.014708399,0.012233369,TRUE,10.05939033,TRUE,TRUE,FALSE,10.94452679
tess2021284114741-s0044-0000000058542531-0215-s_lc.fits,58542531,44,slow,10.93199226,0.206323242,0.32345533,10.93199226,6.019419462,3.885408819,2.868474392,2.077549946,0.206323242,0.095264385,0.013138847,0.005700896,0.00250633,TRUE,11.12362386,TRUE,TRUE,FALSE,10.93199226
tess2021284114741-s0044-0000000307733361-0215-s_lc.fits,307733361,44,slow,4.148125152,0.490565978,1.09782577,4.148125152,2.148802067,3.341962887,1.910116938,5.726961186,0.490565978,0.381558808,0.110857812,0.058858311,0.055896327,TRUE,4.502565476,TRUE,TRUE,FALSE,4.148125152
tess2021284114741-s0044-0000000332064670-0215-a_fast-lc.fits,332064670,44,fast,8.050993463,0.218055406,0.07789731,8.050993463,15.03969106,5.757700214,4.481237621,2.953444286,0.218055406,0.060396422,0.048417427,0.02470728,0.018798783,TRUE,8.050993463,TRUE,TRUE,FALSE,8.050993463
tess2021284114741-s0044-0000000366411016-0215-s_lc.fits,366411016,44,slow,6.000896148,0.053619681,1.20842099,6.000896148,4.616142148,3.750650123,9.231829725,1.765049207,0.053619681,0.018509905,0.010343801,0.009975911,0.008673664,TRUE,6.000896148,TRUE,TRUE,FALSE,6.000896148
tess2021284114741-s0044-0000000434226736-0215-s_lc.fits,434226736,44,slow,1.892771337,0.413299005,2.48716116,1.892771337,1.682646723,2.124961072,0.939513507,1.477602969,0.413299005,0.050680473,0.043821499,0.023534953,0.017683412,TRUE,1.874740232,TRUE,TRUE,FALSE,1.892771337
tess2021310001228-s0045-0000000027064468-0216-s_lc.fits,27064468,45,slow,4.665299308,0.460850771,0.54998636,4.665299308,2.209193513,6.729062493,2.76043163,10.97849939,0.460850771,0.153990153,0.118857626,0.026724074,0.026593599,TRUE,4.386310912,TRUE,TRUE,FALSE,4.665299308
tess2021310001228-s0045-0000000130181866-0216-a_fast-lc.fits,130181866,45,fast,3.198288075,0.548225284,0.63552499,3.198288075,8.072642833,2.701784571,2.133897998,3.796259943,0.548225284,0.232828713,0.084962077,0.071847992,0.061460061,TRUE,3.20109574,TRUE,TRUE,FALSE,3.198288075
tess2021310001228-s0045-0000000130181866-0216-s_lc.fits,130181866,45,slow,3.20109574,0.748399605,0.54508209,3.20109574,3.799473839,2.704226525,4.67299231,2.135890055,0.748399605,0.141218306,0.131851353,0.105951129,0.104443906,TRUE,3.20109574,TRUE,TRUE,FALSE,3.20109574
tess2021310001228-s0045-0000000175193677-0216-a_fast-lc.fits,175193677,45,fast,8.645569473,0.320715522,0.2004385,8.645569473,4.496934178,3.471741185,5.776203693,2.89437433,0.320715522,0.201825548,0.086940272,0.049910666,0.014776592,TRUE,8.461007029,TRUE,TRUE,FALSE,8.645569473
tess2021310001228-s0045-0000000175262071-0216-s_lc.fits,175262071,45,slow,5.780968749,0.052918154,1.4333868,5.780968749,3.201431218,9.311740006,4.340792062,1.691709297,0.052918154,0.021938756,0.012316158,0.004301781,0.002841216,TRUE,5.895813357,TRUE,TRUE,FALSE,5.780968749
tess2021310001228-s0045-0000000307733361-0216-s_lc.fits,307733361,45,slow,4.502565476,0.83404095,1.35761499,4.502565476,3.57831932,6.070524827,2.175088354,2.70558289,0.83404095,0.150194059,0.139373361,0.054426408,0.046123487,TRUE,4.502565476,TRUE,TRUE,FALSE,4.502565476
tess2021310001228-s0045-0000000332022997-0216-a_fast-lc.fits,332022997,45,fast,8.592495885,0.193115255,1.62000418,8.592495885,4.300211426,2.361883052,2.676619957,3.169346278,0.193115255,0.044686332,0.021247839,0.020574145,0.019654401,TRUE,9.251619838,TRUE,TRUE,FALSE,8.592495885
tess2021310001228-s0045-0000000332022997-0216-s_lc.fits,332022997,45,slow,9.251619838,0.419644724,1.12294078,9.251619838,4.815317389,3.169064493,2.361662984,1.853194384,0.419644724,0.153274583,0.055160785,0.009686944,0.008810674,TRUE,9.251619838,TRUE,TRUE,FALSE,9.251619838
tess2021310001228-s0045-0000000363445121-0216-a_fast-lc.fits,363445121,45,fast,10.02423422,0.057737685,3.0436337,10.02423422,4.461221553,2.619710112,3.170805257,1.943973613,0.057737685,0.018476168,0.016421828,0.012063461,0.008595993,TRUE,10.02423422,TRUE,TRUE,FALSE,10.02423422
tess2021310001228-s0045-0000000367366318-0216-s_lc.fits,367366318,45,slow,1.363864542,0.124858076,0.12780309,1.363864542,1.680836613,6.774997949,0.697988574,3.498089358,0.124858076,0.019323572,0.008133047,0.007153879,0.005918856,TRUE,1.365444311,TRUE,TRUE,FALSE,1.363864542
tess2021336043614-s0046-0000000026826078-0217-s_lc.fits,26826078,46,slow,6.62254036,0.463947662,0.80100179,6.62254036,4.868933653,13.64115657,3.438259151,2.713433601,0.463947662,0.298289484,0.160616279,0.049536027,0.019791641,TRUE,6.62254036,TRUE,TRUE,FALSE,6.62254036
tess2021336043614-s0046-0000000027064468-0217-s_lc.fits,27064468,46,slow,4.386310912,0.780912484,0.83012104,4.386310912,6.021367648,3.449598571,2.781378588,2.417196642,0.780912484,0.137453885,0.099272718,0.040475388,0.024151624,TRUE,4.386310912,TRUE,TRUE,FALSE,4.386310912
tess2021336043614-s0046-0000000135043332-0217-a_fast-lc.fits,135043332,46,fast,7.312606433,0.674620839,2.84721255,7.312606433,3.588024063,15.20386392,5.003974109,2.422637086,0.674620839,0.242644296,0.101474247,0.10140019,0.021613217,TRUE,7.311928858,TRUE,TRUE,FALSE,7.312606433
tess2021336043614-s0046-0000000135043332-0217-s_lc.fits,135043332,46,slow,7.311928858,0.848075723,2.79598832,7.311928858,3.587594014,13.57541246,5.208997444,2.73596944,0.848075723,0.229771864,0.162966127,0.088637229,0.010632374,TRUE,7.311928858,TRUE,TRUE,FALSE,7.311928858
tess2021336043614-s0046-0000000172900988-0217-s_lc.fits,172900988,46,slow,11.30069874,0.514609889,0.36232173,11.30069874,7.023643428,4.124552969,5.095219643,3.28909844,0.514609889,0.154049651,0.048622894,0.033737945,0.006412674,TRUE,11.30069874,TRUE,TRUE,FALSE,11.30069874
tess2021336043614-s0046-0000000175193677-0217-a_fast-lc.fits,175193677,46,fast,7.849432906,0.409999459,0.20982027,7.849432906,5.282175698,3.861393076,3.193334254,2.78093759,0.409999459,0.115038052,0.036362105,0.028218624,0.020176607,TRUE,8.461007029,TRUE,TRUE,FALSE,7.849432906
tess2021336043614-s0046-0000000175262071-0217-s_lc.fits,175262071,46,slow,5.752323597,0.079469084,1.11806512,5.752323597,8.356901814,4.385502995,3.193195326,2.510620835,0.079469084,0.022733682,0.020539017,0.007580345,0.001764523,TRUE,5.895813357,TRUE,TRUE,FALSE,5.752323597
tess2021336043614-s0046-0000000281837575-0217-s_lc.fits,281837575,46,slow,6.236979696,0.147743711,0.66065133,6.236979696,9.508685479,4.476635942,2.737925413,2.174801601,0.147743711,0.108435395,0.09119235,0.006880906,0.005586376,TRUE,6.236979696,TRUE,TRUE,FALSE,6.236979696
tess2021336043614-s0046-0000000307733361-0217-s_lc.fits,307733361,46,slow,4.385316684,0.713744971,1.54892683,4.385316684,2.172724774,3.543361695,5.75210061,10.36875712,0.713744971,0.165183798,0.087614345,0.063091322,0.041442036,TRUE,4.502565476,TRUE,TRUE,FALSE,4.385316684
tess2021336043614-s0046-0000000332022997-0217-a_fast-lc.fits,332022997,46,fast,8.357174045,0.299188838,1.84229553,8.357174045,4.241713267,5.752552902,2.972912894,2.172938541,0.299188838,0.093085597,0.079042767,0.029983815,0.012416656,TRUE,9.251619838,TRUE,TRUE,FALSE,8.357174045
