file,ticid,sector,cadence,best_period_days,max_power,amplitude_percent,peak1_period,peak2_period,peak3_period,peak4_period,peak5_period,peak1_power,peak2_power,peak3_power,peak4_power,peak5_power,power_pass,period_agree,ref_period,power_and_agree,double_dipper
tess2020238165205-s0029-0000000166836920-0193-a_fast-lc.fits,166836920,29,fast,2.879243617,0.02470253009,0.36794782,2.879243617,1.443334959,0.9556558549,0.8229455265,0.7184278505,0.02470253009,0.02223995575,0.01908273718,0.01890877154,0.01887474719,FALSE,FALSE,1.151234165,FALSE,TRUE
tess2020238165205-s0029-0000000166836920-0193-s_lc.fits,166836920,29,slow,1.434949047,0.05820651227,0.17171979,1.434949047,0.9573119144,1.926802987,0.7182389133,2.931691713,0.05820651227,0.05325177242,0.04898237155,0.04221745089,0.04062690224,TRUE,FALSE,1.151234165,FALSE,TRUE
tess2020238165205-s0029-0000000207110080-0193-s_lc.fits,207110080,29,slow,0.3232397558,0.002668526311,0.43383718,0.3232397558,5.267463228,1.641015359,1.047254753,0.4551604338,0.002668526311,0.002473825819,0.002218098413,0.002110163058,0.001937684184,FALSE,FALSE,1.324557102,FALSE,TRUE
tess2020266004630-s0030-0000000122612091-0195-a_fast-lc.fits,122612091,30,fast,1.105802138,0.01355437981,0.81944704,1.105802138,0.7378916554,0.5536779414,2.205415387,0.3692915894,0.01355437981,0.01069003699,0.01037234363,0.01035580309,0.008594519518,FALSE,FALSE,2.200817047,FALSE,TRUE
tess2020266004630-s0030-0000000122612091-0195-s_lc.fits,122612091,30,slow,1.104960432,0.05662009771,0.38993359,1.104960432,2.203834313,0.7373190641,0.5532441911,0.3689995461,0.05662009771,0.05579401835,0.0458697414,0.04440007742,0.0337114363,TRUE,FALSE,2.200817047,FALSE,TRUE
tess2020266004630-s0030-0000000166836920-0195-a_fast-lc.fits,166836920,30,fast,0.8233505078,0.006495956875,0.36514282,0.8233505078,0.960962503,1.14382566,0.6400401307,0.7202142105,0.006495956875,0.006107562594,0.005829965057,0.00582743272,0.005695889729,FALSE,FALSE,1.151234165,FALSE,TRUE
tess2020266004630-s0030-0000000166836920-0195-s_lc.fits,166836920,30,slow,1.149347432,0.04685505709,0.18680215,1.149347432,0.8230835216,0.9557184276,1.932328941,0.6379616946,0.04685505709,0.04190550718,0.04162873092,0.04124467501,0.03977966549,FALSE,TRUE,1.151234165,FALSE,TRUE
tess2020266004630-s0030-0000000178155732-0195-a_fast-lc.fits,178155732,30,fast,3.611993253,0.009112879695,0.08083582,3.611993253,9.050200845,6.415772559,4.621912324,2.66553313,0.009112879695,0.007065778395,0.004297923416,0.003855266799,0.002717695419,FALSE,FALSE,3.088487427,FALSE,TRUE
tess2020266004630-s0030-0000000178155732-0195-s_lc.fits,178155732,30,slow,3.615706366,0.02463210855,0.04491091,3.615706366,6.274345762,4.67139645,9.552048708,1.927644485,0.02463210855,0.0126785003,0.01040210754,0.009920472188,0.008856667187,FALSE,FALSE,3.088487427,FALSE,TRUE
tess2020266004630-s0030-0000000207110080-0195-s_lc.fits,207110080,30,slow,2.989970956,0.002281660604,0.42545319,2.989970956,0.2966335884,3.563331183,4.563433011,0.3842644022,0.002281660604,0.002147930738,0.00196152233,0.001450194479,0.001376166848,FALSE,FALSE,1.324557102,FALSE,TRUE
tess2020294194027-s0031-0000000004646810-0198-s_lc.fits,4646810,31,slow,11.19500234,0.07318148624,0.16798198,11.19500234,5.686928861,4.330923506,3.700644377,3.150460675,0.07318148624,0.04176127985,0.02893904106,0.009869919086,0.006841679404,TRUE,TRUE,11.2298816,TRUE,TRUE
tess2020294194027-s0031-0000000004672985-0198-a_fast-lc.fits,4672985,31,fast,7.325473612,0.0004750691706,0.99350214,7.325473612,2.629429049,3.001890082,2.072325292,1.622726182,0.0004750691706,0.0004468141106,0.0003297685936,0.0003239589439,0.0002038006079,FALSE,FALSE,0.9256432392,FALSE,TRUE
tess2020294194027-s0031-0000000004672985-0198-s_lc.fits,4672985,31,slow,0.9256432392,0.0009629776749,0.4219681,0.9256432392,0.1048731788,0.3735597681,0.693421151,0.05728854858,0.0009629776749,0.0008354775304,0.000708523592,0.0006535261123,0.0006460124643,FALSE,TRUE,0.9256432392,FALSE,TRUE
tess2020294194027-s0031-0000000029960110-0198-a_fast-lc.fits,29960110,31,fast,2.576165729,0.01525639317,1.32077813,2.576165729,2.216853313,1.887736665,3.001901062,4.05494178,0.01525639317,0.01100271825,0.009529625912,0.008272606284,0.005997881852,FALSE,FALSE,11.22241877,FALSE,TRUE
tess2020294194027-s0031-0000000029960110-0198-s_lc.fits,29960110,31,slow,9.518773157,0.01276221536,0.56110322,9.518773157,5.686947119,4.18827285,1.242162551,0.4979076046,0.01276221536,0.008564089124,0.002826778254,0.001926823768,0.001690586522,FALSE,FALSE,11.22241877,FALSE,TRUE
tess2020294194027-s0031-0000000035857242-0198-a_fast-lc.fits,35857242,31,fast,1.833311743,0.006184807183,1.31564021,1.833311743,0.6044670824,0.4551666467,0.5182405384,0.9059303511,0.006184807183,0.004730340692,0.004370498059,0.004292923142,0.004270956912,FALSE,TRUE,1.818269532,FALSE,TRUE
tess2020294194027-s0031-0000000035857242-0198-s_lc.fits,35857242,31,slow,1.807135022,0.0297170389,0.58291852,1.807135022,0.6044243965,0.9058673709,0.4551342566,0.5203244598,0.0297170389,0.02813810323,0.02744884447,0.02552001216,0.02355037653,FALSE,TRUE,1.818269532,FALSE,TRUE
tess2020294194027-s0031-0000000122612091-0198-a_fast-lc.fits,122612091,31,fast,1.102245839,0.01293233867,0.79457283,1.102245839,2.216836286,0.7377246086,0.5543851488,0.3692453759,0.01293233867,0.01270790207,0.01148925852,0.01051406953,0.008530126121,FALSE,FALSE,2.200817047,FALSE,TRUE
tess2020294194027-s0031-0000000122612091-0198-s_lc.fits,122612091,31,slow,2.216692752,0.05690167041,0.37213802,2.216692752,1.111807961,0.5543458984,0.7376728701,0.4440021717,0.05690167041,0.05060612669,0.04305431191,0.04180195191,0.03232140175,TRUE,TRUE,2.200817047,TRUE,TRUE
tess2020294194027-s0031-0000000178155732-0198-a_fast-lc.fits,178155732,31,fast,6.926423466,0.009420689071,0.08014143,6.926423466,12.27623215,2.475829975,5.014377788,1.860110794,0.009420689071,0.004281921998,0.003580635056,0.003080885746,0.002203221773,FALSE,FALSE,3.088487427,FALSE,FALSE
tess2020294194027-s0031-0000000178155732-0198-s_lc.fits,178155732,31,slow,3.811579334,0.0169772959,0.05036235,3.811579334,4.823867417,6.568288795,1.472298296,3.23050421,0.0169772959,0.01124011398,0.01003221257,0.006659937796,0.006239106219,FALSE,FALSE,3.088487427,FALSE,TRUE
tess2020294194027-s0031-0000000318753380-0198-s_lc.fits,318753380,31,slow,5.014143548,0.007597084288,0.13516784,5.014143548,3.92940944,2.256051732,2.629282563,0.6822640927,0.007597084288,0.006029858241,0.004724587392,0.004715979659,0.004304079052,FALSE,TRUE,5.014143548,FALSE,TRUE
tess2020294194027-s0031-0000000382391899-0198-a_fast-lc.fits,382391899,31,fast,1.94551021,0.02262487822,1.18134379,1.94551021,6.24599318,0.9754243638,0.3257373409,0.3908131848,0.02262487822,0.02076721829,0.01800103505,0.01697086478,0.01632477472,FALSE,FALSE,5.455828791,FALSE,TRUE
tess2020294194027-s0031-0000000382391899-0198-s_lc.fits,382391899,31,slow,1.945382322,0.04619671049,0.53206086,1.945382322,0.9753567992,0.4883475523,0.3257140076,0.3907852826,0.04619671049,0.04596759775,0.04097534263,0.04000262745,0.03991615484,FALSE,FALSE,5.455828791,FALSE,TRUE
tess2020294194027-s0031-0000000439867639-0198-s_lc.fits,439867639,31,slow,0.1857881103,0.00272560257,1.74730062,0.1857881103,0.3451688183,0.6252318541,0.2954416076,0.7419903615,0.00272560257,0.002070119375,0.002038797455,0.001979438996,0.001964635805,FALSE,FALSE,3.168032473,FALSE,TRUE
tess2021146024351-s0039-0000000299798795-0210-a_fast-lc.fits,299798795,39,fast,0.6156433487,0.08521821949,1.67316914,0.6156433487,1.225955075,1.050801722,1.471179243,0.9074986269,0.08521821949,0.05723164795,0.003115865258,0.001801895772,0.001467202268,TRUE,FALSE,1.228666162,FALSE,TRUE
tess2021146024351-s0039-0000000299798795-0210-s_lc.fits,299798795,39,slow,0.6155939273,0.2536622111,0.97147942,0.6155939273,1.225859759,1.058680065,1.370097534,0.7393729253,0.2536622111,0.207878425,0.009990232978,0.00439083801,0.004268282324,TRUE,FALSE,1.228666162,FALSE,TRUE
tess2021146024351-s0039-0000000394357918-0210-s_lc.fits,394357918,39,slow,2.911888493,0.002377620379,4.2706275,2.911888493,0.1360597772,1.027539385,0.4073965977,1.838897977,0.002377620379,0.001081420312,0.00106600524,0.0008916960159,0.0008775744517,FALSE,FALSE,6.419231756,FALSE,FALSE
tess2021232031932-s0042-0000000436873727-0213-s_lc.fits,436873727,42,slow,0.2548357539,0.1143997913,0.09166002,0.2548357539,1.549499327,2.251653808,4.422914103,0.3388246227,0.1143997913,0.01831163716,0.0168620958,0.01577429866,0.01564640917,TRUE,FALSE,1.015885,FALSE,FALSE
tess2021232031932-s0042-0000000436875934-0213-s_lc.fits,436875934,42,slow,0.4587335433,0.009840845996,1.91820264,0.4587335433,0.9175988161,1.371319298,0.3936247241,0.3447007675,0.009840845996,0.008053727172,0.007514780099,0.00654800724,0.006268242788,FALSE,TRUE,0.4587335433,FALSE,TRUE
tess2021258175143-s0043-0000000436873727-0214-s_lc.fits,436873727,43,slow,0.2546992706,0.1184097045,0.09183645,0.2546992706,0.509358954,0.3391133266,0.9579487714,1.077652992,0.1184097045,0.03376039622,0.01860309564,0.01745160836,0.01446855981,TRUE,FALSE,1.015885,FALSE,FALSE
tess2021258175143-s0043-0000000436875934-0214-s_lc.fits,436875934,43,slow,1.387193448,0.004634132581,2.29994774,1.387193448,0.6897801583,2.805431903,0.2499539008,0.3932327513,0.004634132581,0.004395237763,0.004307697533,0.004186234371,0.004114953892,FALSE,FALSE,0.4587335433,FALSE,TRUE
tess2021284114741-s0044-0000000436873727-0215-s_lc.fits,436873727,44,slow,0.2549644808,0.1253868972,0.0863719,0.2549644808,0.5098824858,1.015296728,0.3394649233,3.449004358,0.1253868972,0.03842620168,0.02044699833,0.01437430899,0.008855279343,TRUE,FALSE,1.015885,FALSE,FALSE
tess2021284114741-s0044-0000000436875934-0215-s_lc.fits,436875934,44,slow,0.915339653,0.008047168372,1.79745317,0.915339653,0.6865609202,0.3443006107,2.744222508,0.3059523336,0.008047168372,0.007469962845,0.006684459972,0.006093553999,0.006077744944,FALSE,FALSE,0.4587335433,FALSE,TRUE
tess2022138205153-s0052-0000000279947414-0224-s_lc.fits,279947414,52,slow,0.3701817457,0.01362117632,0.64247608,0.3701817457,0.6784780697,0.2901871219,4.058471115,2.03295021,0.01362117632,0.01148349373,0.01078302555,0.01070823684,0.01009865432,FALSE,FALSE,5.432424944,FALSE,TRUE
tess2022138205153-s0052-0000000302773669-0224-s_lc.fits,302773669,52,slow,5.287801259,0.01858186088,0.09571314,5.287801259,1.506612828,3.046653021,1.326689608,0.9249974223,0.01858186088,0.0176846172,0.01722515896,0.01704715098,0.01704243814,FALSE,FALSE,6.575320594,FALSE,TRUE
tess2022138205153-s0052-0000000408618999-0224-a_fast-lc.fits,408618999,52,fast,4.866881814,0.003283579721,0.27388692,4.866881814,1.419220634,3.046828537,3.928250128,1.718590105,0.003283579721,0.002871151867,0.002804125743,0.002716425349,0.002572755155,FALSE,FALSE,10.50727817,FALSE,TRUE
tess2022138205153-s0052-0000000408618999-0224-s_lc.fits,408618999,52,slow,5.068488389,0.004803078835,0.12399673,5.068488389,8.087425633,1.017414,1.742997213,0.5047360236,0.004803078835,0.003551246195,0.003219656303,0.002807876298,0.002408956369,FALSE,FALSE,10.50727817,FALSE,TRUE
tess2022164095748-s0053-0000000279947414-0226-s_lc.fits,279947414,53,slow,2.039521103,0.02238049076,0.67077279,2.039521103,1.35412076,0.6779628412,0.8151077277,11.10761972,0.02238049076,0.02087018463,0.02070594516,0.02038940114,0.01942495253,FALSE,FALSE,5.432424944,FALSE,TRUE
tess2022302161335-s0058-0000000245392284-0247-s_lc.fits,245392284,58,slow,0.2905904818,0.006271457069,1.46466494,0.2905904818,1.733916605,0.5800504163,0.8720290353,0.1935821599,0.006271457069,0.006150571582,0.00548934573,0.004467024601,0.004065229131,FALSE,FALSE,20,FALSE,TRUE
tess2022302161335-s0058-0000000245509452-0247-s_lc.fits,245509452,58,slow,0.8108089131,0.02636748447,0.86627007,0.8108089131,1.612846735,0.6508782099,0.5415209205,1.083340008,0.02636748447,0.02551698851,0.01861822435,0.01860745916,0.01845757009,FALSE,FALSE,0.6490014594,FALSE,TRUE
tess2022302161335-s0058-0000000408618999-0247-a_fast-lc.fits,408618999,58,fast,4.481134316,0.000986564579,0.25093198,4.481134316,3.386308066,9.283390828,6.622134716,2.523241793,0.000986564579,0.0009763295632,0.0007756384028,0.0004099023314,0.0003657432121,FALSE,FALSE,10.50727817,FALSE,TRUE
tess2022302161335-s0058-0000000408618999-0247-s_lc.fits,408618999,58,slow,2.56987943,0.002518596194,0.11334658,2.56987943,3.653941362,9.283058507,6.319880305,1.012145078,0.002518596194,0.001976635698,0.001639849536,0.001413196734,0.001097931335,FALSE,FALSE,10.50727817,FALSE,TRUE
tess2022302161335-s0058-0000000436873727-0247-a_fast-lc.fits,436873727,58,fast,1.019633674,0.1063076056,0.16482472,1.019633674,5.345124472,0.3397611416,1.308400108,2.202429362,0.1063076056,0.01016220763,0.009615642203,0.008443255201,0.007674085757,TRUE,TRUE,1.015885,TRUE,FALSE
tess2022302161335-s0058-0000000436873727-0247-s_lc.fits,436873727,58,slow,1.02712534,0.2437960841,0.1106441,1.02712534,2.202298429,0.3397388293,3.154817689,2.775704821,0.2437960841,0.02233096859,0.02167243677,0.01844632205,0.01621336775,TRUE,TRUE,1.015885,TRUE,FALSE
tess2022302161335-s0058-0000000436875934-0247-s_lc.fits,436875934,58,slow,4.480830071,0.00824796307,1.97272182,4.480830071,0.5523056937,0.4590137451,0.2755650416,0.9182419307,0.00824796307,0.006648946286,0.00611350376,0.006030060835,0.005361227146,FALSE,FALSE,0.4587335433,FALSE,TRUE
tess2022330142927-s0059-0000000279947414-0248-a_fast-lc.fits,279947414,59,fast,8.062203839,0.00614321274,1.49045587,8.062203839,0.8154326501,2.023417481,5.267456301,0.4064596327,0.00614321274,0.004834784953,0.00425309496,0.004063656316,0.004041626217,FALSE,FALSE,5.432424944,FALSE,TRUE
tess2022330142927-s0059-0000000279947414-0248-s_lc.fits,279947414,59,slow,8.062158027,0.02460455043,0.64046144,8.062158027,2.023400167,1.34951824,0.338539279,0.4064558419,0.02460455043,0.01803425428,0.01634396173,0.0161144691,0.01548109109,FALSE,FALSE,5.432424944,FALSE,TRUE
tess2022330142927-s0059-0000000302773669-0248-a_fast-lc.fits,302773669,59,fast,3.555729748,0.01059268638,0.18520951,3.555729748,3.0387914,1.524394022,0.7074655733,4.284595795,0.01059268638,0.01041567425,0.00878224963,0.008155585775,0.007966022423,FALSE,FALSE,6.575320594,FALSE,TRUE
tess2022330142927-s0059-0000000302773669-0248-s_lc.fits,302773669,59,slow,0.8482094317,0.0192762555,0.09169817,0.8482094317,0.7558145282,0.6853112668,4.270663811,5.614562474,0.0192762555,0.01874285284,0.01745031899,0.01704455911,0.01666087443,FALSE,FALSE,6.575320594,FALSE,TRUE
tess2022330142927-s0059-0000000408618999-0248-a_fast-lc.fits,408618999,59,fast,9.450387557,0.003401706094,0.25345087,9.450387557,3.555723126,4.598815468,2.0139927,2.31087412,0.003401706094,0.002222981039,0.001370068401,0.0006203911112,0.0005572411165,FALSE,FALSE,10.50727817,FALSE,TRUE
tess2022330142927-s0059-0000000408618999-0248-s_lc.fits,408618999,59,slow,10.19984457,0.007407525059,0.11959076,10.19984457,5.61455331,4.421858207,1.944036906,1.284327786,0.007407525059,0.00345219125,0.00222539015,0.002210901783,0.00183604745,FALSE,TRUE,10.50727817,FALSE,FALSE
tess2023153011303-s0066-0000000299798795-0260-a_fast-lc.fits,299798795,66,fast,1.237069197,0.3473657859,1.98166847,1.237069197,0.6127601559,1.046964742,1.493123718,1.854372607,0.3473657859,0.0291780217,0.01689037841,0.01598846075,0.004282082957,TRUE,TRUE,1.228666162,TRUE,FALSE
tess2023153011303-s0066-0000000299798795-0260-s_lc.fits,299798795,66,slow,1.2363572,0.6332009036,1.48646653,1.2363572,0.6123957532,1.055366437,1.49227607,3.814677044,0.6332009036,0.05369506291,0.03273173277,0.03033825007,0.01063165774,TRUE,TRUE,1.228666162,TRUE,FALSE
tess2023153011303-s0066-0000000299799658-0260-a_fast-lc.fits,299799658,66,fast,7.695988691,0.02681081347,0.45193434,7.695988691,5.621119247,3.651955515,4.589905193,2.892096427,0.02681081347,0.01777926514,0.009719561442,0.00711209268,0.003535605999,FALSE,FALSE,8.64536327,FALSE,TRUE
tess2023153011303-s0066-0000000299799658-0260-s_lc.fits,299799658,66,slow,4.93150056,0.03433098358,0.20416617,4.93150056,12.17081044,7.222801059,1.009294527,1.631676853,0.03433098358,0.03069308996,0.03003248505,0.002179895911,0.002108222213,FALSE,FALSE,8.64536327,FALSE,TRUE
tess2023153011303-s0066-0000000394357918-0260-s_lc.fits,394357918,66,slow,3.696280932,0.001596067057,3.45161259,3.696280932,2.106380854,0.6796839746,2.906501264,1.851530259,0.001596067057,0.001557227542,0.001521293499,0.001286131629,0.001216946546,FALSE,FALSE,6.419231756,FALSE,TRUE
tess2023181235917-s0067-0000000299798795-0261-a_fast-lc.fits,299798795,67,fast,1.235161451,0.332826742,1.97555125,1.235161451,1.052660813,0.6146213545,1.680846983,0.9241462294,0.332826742,0.03585038259,0.03557506264,0.01027335352,0.007847475751,TRUE,TRUE,1.228666162,TRUE,FALSE
tess2023181235917-s0067-0000000299798795-0261-s_lc.fits,299798795,67,slow,1.234928883,0.6331595942,1.44854903,1.234928883,0.6145018013,1.49393716,1.052460681,1.704189401,0.6331595942,0.06387728871,0.04692101098,0.04056578948,0.0123980442,TRUE,TRUE,1.228666162,TRUE,FALSE
